VALOR_FATURA
31.74
101.47
314.18
78.48
56.44
493.91
165.48
866.68
1597.06
53.45
518.52
2452.89
20.76
32.39
27.98
775.83
32.43
31.72
20.76
28.0
3541.2
30.83
1178.73
40.75
45.08
48.41
3389.91
84.65
117.33
30.58
36.4
27.82
137.63
799.36
1189.48
1069.77
2451.34
486.83
3395.86
48.82
47.86
2654.96
1861.66
1010.32
2102.96
1506.49
651.3
36.45
86.58
40.7
848.1
39.86
27.98
36.74
103.8
48.41
427.8
42.98
815.74
97.96
93.12
48.46
756.67
56.33
136.97
28.0
48.22
1891.6
1350.32
31.44
19.76
48.41
69.18
519.29
120.48
72.17
44.55
46.47
27.98
727.29
36.53
70.85
3575.3
1290.01
55.87
4275.12
1630.85
86.35
113.9
48.84
659.57
32.11
841.22
1157.84
49.68
27.82
3781.49
78.35
586.51
242.15
39.86
70.85
26.69
40.75
78.33
48.69
3413.21
49.84
2595.19
104.21
54.61
1133.62
189.9
32.37
30.83
86.52
443.7
1677.8
53.64
689.99
63.76
766.31
1458.84
301.03
425.79
28.15
245.68
34.94
49.85
369.06
93.72
368.37
63.9
1769.78
4421.9
35.74
53.85
34.97
64.68
582.31
27.98
54.47
30.83
32.11
3282.44
2458.05
45.4
51.12
544.41
48.83
32.2
377.59
59.83
391.62
61.94
162.94
35.02
2524.83
42.18
24.24
1574.59
2554.09
250.74
184.99
48.64
406.91
640.07
400.16
2914.56
522.29
26.7
43.32
27.82
1018.18
847.26
1168.64
34.94
623.46
136.93
563.68
32.12
1472.18
24.24
2734.52
3765.35
372.21
30.83
39.1
168.16
234.5
3302.71
59.97
1110.96
213.66
36.4
47.33
879.65
19.76
1506.87
24.24
1289.83
27.88
2629.79
1551.52
75.51
61.84
2899.75
149.98
104.41
41.07
48.87
32.18
3419.7
76.09
24.26
2480.25
76.18
130.54
55.22
36.49
171.58
221.92
1691.49
519.2
41.1
3234.75
748.4
24.26
967.99
61.09
794.89
203.64
27.98
175.42
63.32
45.45
972.42
27.98
3558.41
1176.13
3509.58
266.43
3725.72
27.82
2095.13
56.37
20.59
3081.39
880.35
247.92
46.8
3109.01
645.82
1670.96
1396.78
1782.29
1282.06
418.66
379.32
242.07
474.35
3463.41
390.13
275.75
2776.06
4073.02
1458.04
606.34
139.31
114.07
606.67
55.72
742.89
596.53
30.83
104.24
4345.38
332.78
1773.88
24.24
30.83
337.19
1248.39
711.53
2395.81
606.61
3985.0
558.23
2140.5
27.82
380.01
933.64
627.81
24.24
35.69
48.65
54.16
24.24
49.29
61.84
53.85
1728.78
609.72
298.96
1350.39
28.09
42.2
28.0
280.28
62.15
136.93
48.8
53.81
654.25
445.18
222.52
639.8
25.94
1419.08
1094.5
387.79
45.2
528.56
119.3
32.39
193.8
947.95
55.26
24.6
540.16
486.92
189.11
51.48
1002.48
1751.66
4115.52
1410.02
207.25
68.48
70.81
28.11
36.44
2989.01
55.2
3676.17
1088.52
49.92
3164.67
42.18
234.76
62.01
24.24
27.82
4265.65
30.83
27.92
27.82
628.0
328.52
1141.82
32.2
56.5
55.92
2775.04
1084.74
369.73
19.76
199.71
189.48
47.3
243.98
1523.81
55.9
34.97
171.87
2163.35
78.33
1834.22
194.25
1812.01
53.64
816.11
61.32
847.22
60.82
1410.32
152.39
2855.06
24.48
41.03
24.24
1491.46
94.5
153.24
32.2
32.39
26.69
24.24
371.71
86.32
886.54
520.43
46.68
49.29
429.85
371.93
116.44
24.24
40.75
194.01
3255.35
24.24
33.33
137.68
36.4
123.8
1834.28
24.26
56.41
60.82
2293.76
533.58
28.05
55.98
39.11
905.33
555.61
49.49
215.79
2154.31
55.2
2129.49
24.24
42.18
822.93
19.76
27.49
50.85
2874.35
91.07
109.25
32.15
100.02
262.62
48.63
213.68
176.67
2150.49
42.77
97.85
60.82
32.39
521.43
158.35
27.82
3638.4
387.76
59.66
563.58
42.22
25.2
28.64
4115.53
270.67
26.7
2193.17
1919.34
124.24
627.35
75.96
86.61
889.09
30.83
32.11
32.11
24.26
416.25
1596.61
86.22
30.85
27.98
2160.47
470.47
242.27
27.82
128.37
40.13
352.26
32.15
32.39
518.2
732.97
1971.39
2559.53
3901.12
27.82
217.42
2479.7
61.73
2002.25
1850.06
30.83
35.42
119.38
31.04
140.73
32.39
78.48
26.69
27.9
102.64
951.78
643.97
556.14
171.87
114.8
46.47
32.12
42.18
798.21
371.38
36.49
1333.53
1853.56
57.59
1737.17
330.79
214.13
48.22
395.48
48.66
1601.4
916.11
40.97
49.77
372.2
28.04
49.29
2967.08
26.7
96.13
53.48
32.38
3351.91
59.76
48.41
36.77
63.57
2652.33
19.76
315.86
40.91
166.38
30.83
48.89
28.0
2117.58
163.27
448.39
28.0
102.21
42.81
503.77
317.61
249.16
387.16
4094.09
2615.04
817.93
1574.31
1316.04
1530.23
56.3
27.86
104.01
32.37
31.72
242.19
44.34
24.24
281.21
148.86
1591.17
3562.62
164.07
39.1
72.55
1120.49
32.15
3055.45
81.61
27.82
427.58
2810.94
116.44
133.71
1330.61
26.69
28.0
1630.3
36.49
36.59
156.79
795.14
2584.62
251.72
28.56
49.11
727.18
42.22
27.82
483.65
108.51
256.22
107.62
103.9
907.8
46.46
116.92
119.85
233.14
20.13
371.57
215.48
845.19
48.71
1102.08
1024.73
405.79
248.84
210.73
55.9
27.82
27.08
1547.99
31.72
31.76
277.55
131.15
33.02
24.24
544.61
3850.28
39.11
68.64
387.77
39.59
93.77
1049.16
30.83
117.98
4093.93
260.56
65.59
47.38
39.11
98.88
22.5
700.54
2715.71
27.98
32.39
50.63
1353.55
1735.3
48.5
46.46
3776.35
3987.27
107.98
61.85
1779.06
3015.72
43.04
49.68
2248.54
59.98
3296.45
28.59
1893.5
3511.15
317.11
1950.36
1892.96
3164.91
69.2
24.24
120.05
50.04
3776.87
42.18
2975.51
24.3
1434.6
687.12
28.04
4345.02
429.5
454.02
63.78
28.02
32.65
77.34
3279.69
24.24
24.24
554.64
35.06
1157.12
24.24
49.74
847.48
63.56
98.98
71.22
218.57
163.24
536.3
626.75
687.62
1353.29
32.06
196.63
31.88
3091.94
1590.61
42.18
108.43
887.6
383.45
647.02
2603.12
1271.64
590.43
598.83
1340.06
1949.87
32.15
32.11
36.49
26.69
3965.39
2261.91
49.31
30.82
53.64
28.0
822.99
28.42
72.07
70.85
576.52
3236.47
304.92
2082.41
155.0
32.39
3869.51
980.98
55.72
1374.93
399.53
43.04
99.9
2633.77
90.43
1967.3
17.94
2720.37
55.2
137.43
34.85
659.36
48.41
17.94
934.68
1455.59
223.1
35.05
49.29
35.19
1910.48
35.48
3758.89
2002.29
71.66
56.06
968.58
1242.29
463.44
24.24
4105.64
32.11
120.51
467.78
1972.48
