REGIÃO_BARREIRO,REGIÃO_CENTRO-SUL,REGIÃO_DESCONHECIDO,REGIÃO_LESTE,REGIÃO_NORDESTE,REGIÃO_NOROESTE,REGIÃO_NORTE,REGIÃO_OESTE,REGIÃO_PAMPULHA,REGIÃO_VENDA NOVA,ANO_VENCIMENTO,MES_VENCIMENTO,TRIMESTRE,VALOR_FATURA_lag1,VALOR_FATURA_lag2
False,False,False,False,False,False,False,False,True,False,2023,3,1,46.42,48.55
False,False,False,True,False,False,False,False,False,False,2022,9,3,62.08,271.73
False,False,True,False,False,False,False,False,False,False,2024,7,3,32.16,49.33
False,True,False,False,False,False,False,False,False,False,2022,8,3,59.94,54.31
False,False,False,False,False,False,False,True,False,False,2022,6,2,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2023,5,2,2558.0,252.96
False,False,False,False,False,False,False,True,False,False,2023,7,3,2606.0,2397.14
False,False,False,False,False,False,False,False,True,False,2024,11,4,153.28,267.58
False,False,True,False,False,False,False,False,False,False,2023,1,1,116.28,124.17
False,False,True,False,False,False,False,False,False,False,2024,7,3,48.48,79.58
False,False,False,False,True,False,False,False,False,False,2023,7,3,2722.17,2302.58
False,True,False,False,False,False,False,False,False,False,2024,10,4,1423.33,1542.52
False,False,False,False,False,True,False,False,False,False,2024,1,1,2176.26,2573.48
False,False,True,False,False,False,False,False,False,False,2024,9,3,3417.88,2722.28
False,False,True,False,False,False,False,False,False,False,2023,3,1,41.09,24.34
False,False,True,False,False,False,False,False,False,False,2023,8,3,43.27,49.81
False,False,True,False,False,False,False,False,False,False,2023,5,2,63.9,63.26
False,False,True,False,False,False,False,False,False,False,2022,12,4,24.24,39.95
False,False,True,False,False,False,False,False,False,False,2023,9,3,3428.42,844.28
False,False,False,False,False,False,False,False,True,False,2024,2,1,1242.74,1883.25
False,False,False,False,False,False,False,True,False,False,2023,6,2,79.43,352.74
False,False,True,False,False,False,False,False,False,False,2023,3,1,1549.33,2573.68
False,False,True,False,False,False,False,False,False,False,2024,6,2,425.75,349.81
False,False,False,False,False,False,False,True,False,False,2024,3,1,30.82,30.83
False,True,False,False,False,False,False,False,False,False,2024,2,1,1667.67,1718.46
True,False,False,False,False,False,False,False,False,False,2022,7,3,967.97,968.44
False,False,True,False,False,False,False,False,False,False,2023,9,3,30.83,32.38
False,False,True,False,False,False,False,False,False,False,2022,9,3,43.28,147.08
False,True,False,False,False,False,False,False,False,False,2023,11,4,26.69,27.2
False,False,False,False,False,False,False,False,True,False,2023,6,2,448.61,506.31
False,False,False,False,False,False,False,False,False,True,2024,12,4,2806.91,3049.91
False,True,False,False,False,False,False,False,False,False,2022,11,4,24.24,24.24
False,False,False,False,False,True,False,False,False,False,2023,9,3,203.42,53.75
False,False,True,False,False,False,False,False,False,False,2024,6,2,1962.67,1847.72
False,False,False,False,False,True,False,False,False,False,2023,5,2,2583.18,51.88
False,False,False,True,False,False,False,False,False,False,2022,11,4,338.12,305.16
False,False,False,False,False,False,False,False,False,True,2022,7,3,48.69,42.2
False,False,False,False,False,False,False,True,False,False,2024,4,2,27.7,26.69
False,False,True,False,False,False,False,False,False,False,2022,6,2,24.26,27.98
False,False,True,False,False,False,False,False,False,False,2022,9,3,3296.92,43.32
False,False,True,False,False,False,False,False,False,False,2024,9,3,859.45,1203.48
False,True,False,False,False,False,False,False,False,False,2023,4,2,48.02,104.17
False,True,False,False,False,False,False,False,False,False,2024,7,3,78.26,55.88
False,False,False,True,False,False,False,False,False,False,2023,7,3,63.9,63.93
True,False,False,False,False,False,False,False,False,False,2024,10,4,49.29,49.29
False,True,False,False,False,False,False,False,False,False,2024,2,1,256.03,297.99
False,False,False,False,False,False,False,False,True,False,2023,9,3,68.07,75.25
False,False,False,False,False,False,False,True,False,False,2024,5,2,32.11,31.95
False,False,False,True,False,False,False,False,False,False,2023,9,3,30.83,39.15
False,False,True,False,False,False,False,False,False,False,2023,1,1,146.48,578.91
False,False,True,False,False,False,False,False,False,False,2022,6,2,53.45,33.81
False,False,False,True,False,False,False,False,False,False,2023,7,3,49.81,49.8
False,False,True,False,False,False,False,False,False,False,2023,11,4,39.12,39.82
False,True,False,False,False,False,False,False,False,False,2023,2,1,1281.67,27.98
False,False,True,False,False,False,False,False,False,False,2023,5,2,470.38,390.39
False,False,True,False,False,False,False,False,False,False,2022,10,4,24.63,24.24
False,True,False,False,False,False,False,False,False,False,2024,11,4,68.81,49.37
True,False,False,False,False,False,False,False,False,False,2024,12,4,36.59,36.49
False,False,True,False,False,False,False,False,False,False,2022,12,4,99.32,2414.91
False,False,True,False,False,False,False,False,False,False,2024,1,1,955.34,933.26
False,False,False,False,False,True,False,False,False,False,2023,8,3,75.81,75.83
False,False,True,False,False,False,False,False,False,False,2022,4,2,65.73,86.28
False,False,True,False,False,False,False,False,False,False,2024,4,2,363.94,256.84
False,False,True,False,False,False,False,False,False,False,2024,11,4,36.7,81.91
False,False,True,False,False,False,False,False,False,False,2024,12,4,63.34,55.98
False,False,True,False,False,False,False,False,False,False,2024,11,4,68.6,75.04
False,True,False,False,False,False,False,False,False,False,2023,11,4,26.83,73.87
False,False,False,False,False,False,False,False,True,False,2024,1,1,1883.25,1441.74
False,False,True,False,False,False,False,False,False,False,2023,1,1,85.09,137.49
True,False,False,False,False,False,False,False,False,False,2024,1,1,1749.72,712.74
False,True,False,False,False,False,False,False,False,False,2024,11,4,533.95,546.98
False,False,False,False,False,False,False,True,False,False,2024,6,2,482.76,172.54
False,False,True,False,False,False,False,False,False,False,2024,12,4,3629.7,3872.74
False,False,True,False,False,False,False,False,False,False,2022,6,2,338.18,235.21
False,False,True,False,False,False,False,False,False,False,2024,3,1,749.74,627.81
False,False,False,False,False,False,False,False,True,False,2023,7,3,56.33,63.86
False,False,True,False,False,False,False,False,False,False,2024,3,1,3045.79,1331.42
False,False,False,False,False,False,False,True,False,False,2023,12,4,30.86,30.83
False,True,False,False,False,False,False,False,False,False,2024,9,3,1043.23,928.25
False,False,True,False,False,False,False,False,False,False,2022,10,4,42.18,42.18
False,False,True,False,False,False,False,False,False,False,2023,1,1,150.1,242.02
False,False,False,False,False,False,False,True,False,False,2024,10,4,49.46,40.7
False,False,True,False,False,False,False,False,False,False,2024,8,3,49.32,40.95
False,True,False,False,False,False,False,False,False,False,2022,9,3,486.71,177.3
False,False,True,False,False,False,False,False,False,False,2024,4,2,634.91,749.74
False,False,True,False,False,False,False,False,False,False,2023,6,2,4373.37,313.09
False,False,True,False,False,False,False,False,False,False,2024,12,4,378.57,416.21
False,True,False,False,False,False,False,False,False,False,2022,9,3,61.85,48.73
False,True,False,False,False,False,False,False,False,False,2024,3,1,27.51,39.1
False,False,False,False,True,False,False,False,False,False,2023,2,1,646.94,1248.59
False,True,False,False,False,False,False,False,False,False,2024,1,1,65.92,213.77
False,True,False,False,False,False,False,False,False,False,2023,12,4,65.97,26.79
False,False,False,False,False,False,False,False,True,False,2024,5,2,856.9,558.7
False,False,False,False,True,False,False,False,False,False,2024,12,4,62.35,62.68
False,False,True,False,False,False,False,False,False,False,2024,10,4,483.81,426.91
False,False,True,False,False,False,False,False,False,False,2022,10,4,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2023,7,3,2628.93,2372.94
False,True,False,False,False,False,False,False,False,False,2023,3,1,30.86,28.0
False,False,False,False,False,False,False,True,False,False,2023,11,4,26.7,27.28
False,False,False,False,False,False,False,True,False,False,2023,12,4,1885.7,2104.79
False,False,True,False,False,False,False,False,False,False,2024,11,4,560.52,655.24
False,False,False,False,False,False,False,False,True,False,2024,8,3,446.02,444.83
False,False,False,False,True,False,False,False,False,False,2023,8,3,91.14,99.81
False,False,False,False,False,False,True,False,False,False,2024,12,4,45.64,49.49
False,True,False,False,False,False,False,False,False,False,2024,2,1,48.93,28.25
False,False,False,False,False,False,True,False,False,False,2022,8,3,123.69,149.99
False,False,True,False,False,False,False,False,False,False,2024,1,1,1728.78,2303.45
False,False,False,False,False,True,False,False,False,False,2024,10,4,40.74,375.66
False,False,True,False,False,False,False,False,False,False,2024,10,4,70.95,70.95
False,False,False,False,False,False,False,True,False,False,2024,7,3,741.26,789.39
False,False,True,False,False,False,False,False,False,False,2024,12,4,3083.86,2358.48
False,False,False,False,False,False,False,True,False,False,2024,4,2,151.05,36.28
False,False,False,False,False,True,False,False,False,False,2023,6,2,601.76,544.62
True,False,False,False,False,False,False,False,False,False,2023,3,1,50.22,42.18
False,True,False,False,False,False,False,False,False,False,2024,12,4,21.63,21.63
False,False,False,False,False,False,False,False,False,True,2022,11,4,202.69,228.96
False,True,False,False,False,False,False,False,False,False,2022,8,3,24.43,24.24
False,False,False,True,False,False,False,False,False,False,2022,11,4,28.0,28.0
False,True,False,False,False,False,False,False,False,False,2022,9,3,39.28,39.28
False,False,True,False,False,False,False,False,False,False,2024,2,1,26.87,34.95
False,True,False,False,False,False,False,False,False,False,2022,12,4,24.24,203.51
False,False,True,False,False,False,False,False,False,False,2022,4,2,890.23,1492.06
False,False,False,False,False,True,False,False,False,False,2024,12,4,1210.03,2632.57
False,False,True,False,False,False,False,False,False,False,2023,7,3,793.63,678.66
False,False,False,False,False,False,False,False,False,True,2024,11,4,179.19,168.72
False,False,True,False,False,False,False,False,False,False,2022,7,3,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2023,9,3,128.3,126.06
False,False,False,False,False,False,True,False,False,False,2023,12,4,75.24,46.56
False,False,False,False,True,False,False,False,False,False,2024,1,1,26.69,26.69
False,False,False,False,False,False,False,False,True,False,2024,3,1,1536.8,1928.82
False,False,True,False,False,False,False,False,False,False,2023,7,3,4391.7,2535.81
False,False,False,False,False,False,False,True,False,False,2024,5,2,27.83,36.21
False,False,True,False,False,False,False,False,False,False,2022,11,4,821.26,2277.3
False,False,False,True,False,False,False,False,False,False,2024,11,4,36.53,28.25
False,False,True,False,False,False,False,False,False,False,2023,1,1,3197.02,3497.74
False,False,True,False,False,False,False,False,False,False,2023,3,1,59.77,24.38
False,True,False,False,False,False,False,False,False,False,2023,5,2,32.37,31.14
False,False,False,False,False,False,True,False,False,False,2023,11,4,390.93,924.7
False,False,True,False,False,False,False,False,False,False,2022,7,3,4152.37,3557.09
False,False,True,False,False,False,False,False,False,False,2024,11,4,343.95,321.97
False,True,False,False,False,False,False,False,False,False,2023,8,3,53.74,48.82
False,False,False,False,False,False,False,False,False,True,2024,1,1,1485.56,1265.04
False,False,True,False,False,False,False,False,False,False,2023,5,2,32.39,31.63
True,False,False,False,False,False,False,False,False,False,2024,7,3,3643.96,2265.05
False,False,True,False,False,False,False,False,False,False,2022,12,4,184.75,194.35
False,False,True,False,False,False,False,False,False,False,2024,11,4,255.38,103.24
False,True,False,False,False,False,False,False,False,False,2023,4,2,677.91,721.05
False,False,False,False,False,False,False,False,False,True,2022,4,2,242.22,215.9
False,True,False,False,False,False,False,False,False,False,2022,9,3,43.04,43.04
False,True,False,False,False,False,False,False,False,False,2022,5,2,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2024,7,3,3226.66,50.07
False,False,True,False,False,False,False,False,False,False,2022,10,4,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2022,5,2,24.75,42.98
False,False,False,False,False,False,False,True,False,False,2024,10,4,217.79,217.85
False,False,False,True,False,False,False,False,False,False,2024,4,2,1064.57,904.5
False,False,False,False,False,False,False,False,False,True,2023,9,3,46.47,46.47
False,False,True,False,False,False,False,False,False,False,2022,12,4,1027.89,1047.95
False,False,False,False,False,True,False,False,False,False,2023,10,4,4047.35,54.2
False,False,True,False,False,False,False,False,False,False,2022,6,2,437.76,520.53
False,False,False,False,False,False,True,False,False,False,2023,9,3,237.56,266.62
False,True,False,False,False,False,False,False,False,False,2023,7,3,1073.42,1096.57
False,False,True,False,False,False,False,False,False,False,2022,8,3,3416.91,2651.32
False,False,True,False,False,False,False,False,False,False,2023,9,3,888.96,911.06
False,False,False,False,False,True,False,False,False,False,2022,4,2,1167.63,321.09
False,False,True,False,False,False,False,False,False,False,2024,8,3,48.41,48.41
False,True,False,False,False,False,False,False,False,False,2023,7,3,36.74,36.74
False,False,False,False,False,True,False,False,False,False,2024,1,1,30.83,30.83
False,False,True,False,False,False,False,False,False,False,2022,4,2,868.85,1349.55
False,False,False,False,True,False,False,False,False,False,2023,7,3,126.22,1909.86
False,False,False,False,True,False,False,False,False,False,2024,12,4,861.93,928.12
False,False,True,False,False,False,False,False,False,False,2023,6,2,32.39,32.39
False,False,True,False,False,False,False,False,False,False,2024,12,4,1282.11,371.63
False,False,False,False,False,False,False,False,True,False,2022,9,3,1932.55,2476.66
False,False,True,False,False,False,False,False,False,False,2022,12,4,626.85,687.02
False,True,False,False,False,False,False,False,False,False,2023,9,3,714.71,816.32
False,False,False,False,True,False,False,False,False,False,2023,6,2,91.14,108.58
False,False,False,False,False,False,True,False,False,False,2024,5,2,98.85,36.55
False,False,False,True,False,False,False,False,False,False,2023,4,2,36.74,33.81
False,False,True,False,False,False,False,False,False,False,2022,6,2,2453.65,1771.85
False,True,False,False,False,False,False,False,False,False,2024,10,4,1011.62,1051.31
False,False,True,False,False,False,False,False,False,False,2023,9,3,149.53,125.45
False,True,False,False,False,False,False,False,False,False,2024,9,3,75.95,81.68
False,False,True,False,False,False,False,False,False,False,2024,8,3,20.59,20.59
False,False,True,False,False,False,False,False,False,False,2023,9,3,372.28,426.92
False,False,False,False,False,False,False,False,True,False,2024,9,3,85.88,70.9
False,False,True,False,False,False,False,False,False,False,2024,11,4,189.89,210.46
False,False,False,False,False,False,False,True,False,False,2023,11,4,30.83,31.41
False,False,True,False,False,False,False,False,False,False,2022,8,3,3437.8,3378.27
False,True,False,False,False,False,False,False,False,False,2024,10,4,1937.42,1477.61
False,False,False,False,False,False,False,True,False,False,2022,12,4,27.98,24.77
False,False,True,False,False,False,False,False,False,False,2023,1,1,61.77,61.77
False,True,False,False,False,False,False,False,False,False,2022,11,4,2130.1,473.09
False,False,False,False,False,False,True,False,False,False,2024,5,2,2073.87,64.09
False,False,True,False,False,False,False,False,False,False,2022,10,4,55.2,22.04
False,True,False,False,False,False,False,False,False,False,2023,9,3,2599.59,2689.56
False,True,False,False,False,False,False,False,False,False,2022,11,4,24.24,27.98
False,True,False,False,False,False,False,False,False,False,2024,6,2,48.7,262.62
False,False,True,False,False,False,False,False,False,False,2023,8,3,26.69,62.67
False,False,False,False,False,True,False,False,False,False,2022,7,3,948.15,647.02
False,False,False,True,False,False,False,False,False,False,2022,12,4,2250.26,55.24
False,False,True,False,False,False,False,False,False,False,2024,12,4,99.91,82.03
False,False,True,False,False,False,False,False,False,False,2022,4,2,587.03,586.35
False,False,True,False,False,False,False,False,False,False,2022,4,2,1028.53,1029.33
False,False,False,False,False,True,False,False,False,False,2024,3,1,26.72,34.95
False,True,False,False,False,False,False,False,False,False,2023,11,4,30.83,31.41
False,False,False,False,False,False,False,False,False,True,2024,11,4,160.57,180.16
False,False,True,False,False,False,False,False,False,False,2022,12,4,31.72,31.72
False,False,True,False,False,False,False,False,False,False,2024,1,1,646.0,977.31
False,True,False,False,False,False,False,False,False,False,2024,9,3,27.82,27.82
True,False,False,False,False,False,False,False,False,False,2023,6,2,265.09,314.4
False,False,True,False,False,False,False,False,False,False,2023,7,3,28.08,32.39
False,False,False,True,False,False,False,False,False,False,2024,8,3,141.99,70.85
False,False,True,False,False,False,False,False,False,False,2022,8,3,24.24,27.98
False,False,False,False,False,False,False,False,True,False,2022,6,2,2695.77,48.82
False,True,False,False,False,False,False,False,False,False,2024,6,2,63.4,85.79
False,False,False,False,False,False,False,False,True,False,2022,11,4,176.4,189.49
False,False,True,False,False,False,False,False,False,False,2022,11,4,75.13,215.46
False,False,True,False,False,False,False,False,False,False,2023,5,2,69.38,68.01
False,False,True,False,False,False,False,False,False,False,2022,5,2,48.7,48.65
False,False,False,False,False,False,False,False,True,False,2023,3,1,111.55,42.35
False,True,False,False,False,False,False,False,False,False,2022,7,3,1992.55,1971.74
True,False,False,False,False,False,False,False,False,False,2023,3,1,908.64,868.18
False,False,True,False,False,False,False,False,False,False,2022,9,3,4081.7,3397.29
False,False,True,False,False,False,False,False,False,False,2024,7,3,926.16,741.99
False,True,False,False,False,False,False,False,False,False,2022,7,3,17.94,17.94
False,False,False,False,False,False,False,False,True,False,2022,8,3,24.24,24.24
False,True,False,False,False,False,False,False,False,False,2023,1,1,1676.82,1734.67
False,False,True,False,False,False,False,False,False,False,2022,11,4,43.05,43.03
False,False,True,False,False,False,False,False,False,False,2024,6,2,32.11,32.11
False,False,False,False,False,False,False,False,True,False,2024,7,3,233.54,32.12
False,False,False,False,False,False,False,True,False,False,2024,6,2,1042.18,2445.98
False,False,True,False,False,False,False,False,False,False,2022,7,3,338.91,827.5
False,False,True,False,False,False,False,False,False,False,2023,1,1,55.2,55.2
False,True,False,False,False,False,False,False,False,False,2022,6,2,27.98,24.24
False,False,True,False,False,False,False,False,False,False,2024,7,3,55.9,63.34
False,True,False,False,False,False,False,False,False,False,2023,4,2,701.9,622.64
False,False,False,False,True,False,False,False,False,False,2022,8,3,288.22,746.16
False,False,True,False,False,False,False,False,False,False,2022,5,2,28.04,42.98
False,True,False,False,False,False,False,False,False,False,2023,2,1,60.08,72.1
False,False,True,False,False,False,False,False,False,False,2024,10,4,360.71,82.86
False,False,False,True,False,False,False,False,False,False,2022,5,2,2306.78,1977.67
False,False,True,False,False,False,False,False,False,False,2022,10,4,17.94,17.94
False,False,False,False,False,False,False,False,True,False,2024,12,4,4076.84,4154.02
False,False,False,False,False,False,False,False,False,True,2022,10,4,68.44,95.23
False,False,False,False,False,False,True,False,False,False,2023,7,3,79.0,142.96
False,False,True,False,False,False,False,False,False,False,2024,5,2,2584.4,3105.68
False,True,False,False,False,False,False,False,False,False,2023,8,3,2524.72,2652.21
False,False,True,False,False,False,False,False,False,False,2022,4,2,176.5,203.48
False,False,False,False,False,False,False,False,False,True,2024,12,4,56.09,55.92
False,False,False,False,False,False,False,True,False,False,2023,12,4,30.83,30.83
False,False,False,False,False,True,False,False,False,False,2023,4,2,69.31,58.71
False,False,False,True,False,False,False,False,False,False,2022,5,2,42.18,48.71
False,False,True,False,False,False,False,False,False,False,2024,6,2,96.92,85.79
False,False,True,False,False,False,False,False,False,False,2022,12,4,114.01,228.63
False,False,True,False,False,False,False,False,False,False,2024,8,3,116.76,45.26
False,False,True,False,False,False,False,False,False,False,2024,12,4,153.95,186.19
True,False,False,False,False,False,False,False,False,False,2023,3,1,3657.32,4364.15
False,False,True,False,False,False,False,False,False,False,2023,5,2,4301.02,1753.43
False,False,False,False,False,False,False,False,False,True,2023,9,3,3054.81,1729.71
False,False,True,False,False,False,False,False,False,False,2023,10,4,153.35,136.26
False,False,True,False,False,False,False,False,False,False,2023,1,1,24.24,27.98
False,False,True,False,False,False,False,False,False,False,2024,11,4,182.02,197.16
False,False,False,False,False,False,False,False,True,False,2024,10,4,927.87,1042.84
False,True,False,False,False,False,False,False,False,False,2023,6,2,398.76,430.51
False,False,False,False,False,False,False,False,True,False,2024,8,3,571.48,27.82
False,False,False,False,False,False,False,False,False,True,2023,1,1,42.18,42.18
False,False,False,False,False,False,False,True,False,False,2022,12,4,35.5,35.5
False,False,False,True,False,False,False,False,False,False,2023,10,4,797.11,734.13
False,False,True,False,False,False,False,False,False,False,2022,12,4,27.98,24.24
True,False,False,False,False,False,False,False,False,False,2023,6,2,41.1,41.09
False,False,False,False,True,False,False,False,False,False,2023,3,1,1628.46,822.59
False,False,False,False,False,False,False,False,False,True,2024,5,2,1870.21,86.24
False,False,False,False,False,False,False,True,False,False,2024,3,1,34.95,30.83
False,True,False,False,False,False,False,False,False,False,2024,5,2,55.88,55.88
False,False,True,False,False,False,False,False,False,False,2024,3,1,305.51,252.21
False,False,False,False,True,False,False,False,False,False,2023,2,1,4035.44,3256.31
False,False,False,False,False,False,True,False,False,False,2022,4,2,84.63,94.43
False,False,False,False,False,False,False,False,True,False,2023,8,3,481.47,352.58
False,True,False,False,False,False,False,False,False,False,2023,5,2,291.49,28.25
False,False,True,False,False,False,False,False,False,False,2023,7,3,3509.99,1816.58
True,False,False,False,False,False,False,False,False,False,2022,4,2,189.63,215.92
False,False,True,False,False,False,False,False,False,False,2023,3,1,2053.0,2919.99
False,False,False,False,False,False,False,True,False,False,2024,4,2,788.08,759.46
False,False,False,False,False,True,False,False,False,False,2024,1,1,778.16,845.19
False,False,False,True,False,False,False,False,False,False,2024,11,4,27.82,27.82
False,False,True,False,False,False,False,False,False,False,2022,11,4,24.54,116.28
False,True,False,False,False,False,False,False,False,False,2022,4,2,42.94,39.37
False,False,True,False,False,False,False,False,False,False,2022,11,4,215.79,150.08
False,False,False,True,False,False,False,False,False,False,2023,4,2,56.35,51.86
False,False,True,False,False,False,False,False,False,False,2023,11,4,26.85,79.75
False,False,True,False,False,False,False,False,False,False,2024,12,4,248.6,78.64
False,True,False,False,False,False,False,False,False,False,2024,11,4,157.14,157.84
False,True,False,False,False,False,False,False,False,False,2024,5,2,40.78,625.67
False,False,True,False,False,False,False,False,False,False,2022,12,4,2275.19,3777.97
False,False,True,False,False,False,False,False,False,False,2023,8,3,82.69,302.09
False,False,False,False,False,False,False,True,False,False,2024,6,2,425.79,324.44
False,False,True,False,False,False,False,False,False,False,2024,8,3,53.06,141.77
False,False,True,False,False,False,False,False,False,False,2023,2,1,968.12,968.02
False,False,True,False,False,False,False,False,False,False,2024,5,2,27.82,27.82
False,False,False,False,False,False,False,True,False,False,2023,2,1,28.0,24.26
False,True,False,False,False,False,False,False,False,False,2024,5,2,55.87,48.41
False,False,False,False,False,False,False,False,False,True,2023,7,3,20.76,20.76
False,False,False,False,False,False,False,True,False,False,2022,4,2,24.24,24.24
True,False,False,False,False,False,False,False,False,False,2022,4,2,827.27,626.71
False,True,False,False,False,False,False,False,False,False,2023,6,2,1096.57,1212.56
False,False,True,False,False,False,False,False,False,False,2024,8,3,173.16,156.97
False,False,False,False,False,True,False,False,False,False,2024,1,1,75.8,69.21
False,False,True,False,False,False,False,False,False,False,2022,6,2,776.4,603.29
False,False,True,False,False,False,False,False,False,False,2024,5,2,94.94,113.03
False,False,True,False,False,False,False,False,False,False,2023,5,2,448.42,429.26
False,False,True,False,False,False,False,False,False,False,2024,12,4,49.75,49.54
False,False,True,False,False,False,False,False,False,False,2024,7,3,36.43,36.43
False,False,False,False,False,True,False,False,False,False,2022,12,4,28.0,27.98
False,False,True,False,False,False,False,False,False,False,2023,11,4,2237.76,1093.71
False,True,False,False,False,False,False,False,False,False,2024,8,3,81.68,179.0
False,False,True,False,False,False,False,False,False,False,2022,12,4,42.2,74.73
False,False,False,False,False,False,False,True,False,False,2024,7,3,32.11,32.11
False,False,False,False,False,True,False,False,False,False,2023,6,2,56.35,56.35
False,False,True,False,False,False,False,False,False,False,2024,4,2,538.95,1021.73
False,False,True,False,False,False,False,False,False,False,2023,7,3,32.39,36.72
False,True,False,False,False,False,False,False,False,False,2022,4,2,1503.87,1676.85
False,True,False,False,False,False,False,False,False,False,2023,6,2,28.04,28.04
False,False,False,False,True,False,False,False,False,False,2023,7,3,3118.3,4254.99
False,False,True,False,False,False,False,False,False,False,2023,8,3,2745.4,356.57
False,False,False,False,False,False,True,False,False,False,2023,7,3,3697.64,3164.91
False,False,False,False,False,False,False,False,True,False,2023,12,4,28.09,28.12
False,False,True,False,False,False,False,False,False,False,2023,2,1,48.71,48.69
False,False,True,False,False,False,False,False,False,False,2022,9,3,55.26,55.86
False,False,True,False,False,False,False,False,False,False,2024,7,3,45.02,75.05
False,False,True,False,False,False,False,False,False,False,2024,1,1,536.07,4336.46
False,False,False,False,False,False,False,True,False,False,2024,3,1,47.38,26.75
False,False,True,False,False,False,False,False,False,False,2022,4,2,504.66,1048.08
False,False,False,False,False,True,False,False,False,False,2023,9,3,4363.02,2458.67
False,False,False,False,True,False,False,False,False,False,2023,5,2,143.26,28.04
False,False,False,False,False,False,False,False,False,True,2024,1,1,53.63,46.46
False,True,False,False,False,False,False,False,False,False,2024,10,4,3647.88,2565.54
False,False,True,False,False,False,False,False,False,False,2024,10,4,36.79,56.06
False,False,False,False,False,False,True,False,False,False,2024,10,4,141.79,58.78
False,False,True,False,False,False,False,False,False,False,2023,1,1,421.04,1027.61
False,True,False,False,False,False,False,False,False,False,2022,12,4,503.98,553.61
False,True,False,False,False,False,False,False,False,False,2023,7,3,3720.69,3790.72
False,False,True,False,False,False,False,False,False,False,2024,2,1,613.07,27.76
False,False,False,False,False,True,False,False,False,False,2022,11,4,108.97,71.23
False,False,True,False,False,False,False,False,False,False,2023,1,1,104.26,94.41
False,False,False,False,False,False,False,True,False,False,2022,12,4,24.24,24.24
False,False,False,False,False,True,False,False,False,False,2023,7,3,467.83,747.97
False,False,True,False,False,False,False,False,False,False,2024,4,2,445.49,79.12
False,False,False,False,False,True,False,False,False,False,2023,6,2,32.39,32.39
False,False,True,False,False,False,False,False,False,False,2023,6,2,64.82,840.9
False,False,True,False,False,False,False,False,False,False,2022,12,4,429.52,270.76
False,False,True,False,False,False,False,False,False,False,2024,5,2,55.88,55.88
False,False,False,False,False,True,False,False,False,False,2022,9,3,1329.39,1450.01
False,False,True,False,False,False,False,False,False,False,2024,1,1,572.83,667.77
False,False,False,False,False,False,False,True,False,False,2023,2,1,27.98,24.24
False,False,True,False,False,False,False,False,False,False,2022,8,3,104.19,123.75
False,False,True,False,False,False,False,False,False,False,2024,8,3,36.4,32.27
False,False,True,False,False,False,False,False,False,False,2024,12,4,1878.95,1581.36
True,False,False,False,False,False,False,False,False,False,2023,6,2,2860.67,1956.09
False,False,False,False,False,True,False,False,False,False,2024,2,1,30.82,26.69
False,False,True,False,False,False,False,False,False,False,2024,12,4,27.82,45.72
False,True,False,False,False,False,False,False,False,False,2024,8,3,720.41,695.82
False,False,False,False,False,False,False,False,True,False,2023,4,2,1841.53,1403.35
False,False,False,False,False,False,False,False,False,True,2022,11,4,4321.09,2914.13
False,False,True,False,False,False,False,False,False,False,2023,3,1,2238.98,2936.22
False,False,True,False,False,False,False,False,False,False,2022,10,4,533.61,614.19
False,False,False,True,False,False,False,False,False,False,2024,2,1,4156.86,69.69
False,False,False,False,True,False,False,False,False,False,2024,6,2,27.82,27.82
False,False,True,False,False,False,False,False,False,False,2024,12,4,45.08,45.2
False,False,False,True,False,False,False,False,False,False,2024,9,3,217.96,48.41
False,False,False,False,False,False,False,False,True,False,2023,11,4,43.41,54.61
False,False,True,False,False,False,False,False,False,False,2022,6,2,1871.95,1751.53
False,False,True,False,False,False,False,False,False,False,2022,12,4,150.26,453.84
False,True,False,False,False,False,False,False,False,False,2022,9,3,79.26,101.89
False,False,False,False,False,False,False,False,True,False,2022,8,3,42.82,42.18
False,False,False,False,False,False,False,True,False,False,2022,12,4,24.24,123.82
False,False,False,False,False,False,False,False,False,True,2022,8,3,1469.63,1068.59
False,False,False,False,False,True,False,False,False,False,2024,2,1,46.49,93.12
False,False,True,False,False,False,False,False,False,False,2022,9,3,4220.01,3358.5
False,True,False,False,False,False,False,False,False,False,2023,10,4,1658.09,1464.21
False,False,True,False,False,False,False,False,False,False,2023,10,4,3377.27,3320.62
False,True,False,False,False,False,False,False,False,False,2024,6,2,48.48,48.44
False,True,False,False,False,False,False,False,False,False,2022,7,3,1792.12,1503.88
False,False,False,False,False,False,False,False,True,False,2023,6,2,120.53,131.8
False,False,False,False,False,True,False,False,False,False,2023,11,4,75.2,76.65
False,False,True,False,False,False,False,False,False,False,2023,6,2,563.92,563.89
False,True,False,False,False,False,False,False,False,False,2022,9,3,1468.76,1226.67
False,True,False,False,False,False,False,False,False,False,2022,7,3,93.98,109.09
False,False,True,False,False,False,False,False,False,False,2023,10,4,359.73,353.97
False,False,True,False,False,False,False,False,False,False,2024,6,2,94.88,199.65
