REGIÃO_BARREIRO,REGIÃO_CENTRO-SUL,REGIÃO_DESCONHECIDO,REGIÃO_LESTE,REGIÃO_NORDESTE,REGIÃO_NOROESTE,REGIÃO_NORTE,REGIÃO_OESTE,REGIÃO_PAMPULHA,REGIÃO_VENDA NOVA,ANO_VENCIMENTO,MES_VENCIMENTO,TRIMESTRE,VALOR_FATURA_lag1,VALOR_FATURA_lag2
False,False,False,False,False,True,False,False,False,False,2022,10,4,1449.45,1068.77
False,False,True,False,False,False,False,False,False,False,2024,9,3,427.55,344.21
False,True,False,False,False,False,False,False,False,False,2023,12,4,222.91,125.43
False,False,False,False,False,False,True,False,False,False,2023,12,4,75.79,75.81
False,True,False,False,False,False,False,False,False,False,2024,4,2,63.37,61.0
False,False,False,True,False,False,False,False,False,False,2023,2,1,360.64,25.17
False,False,True,False,False,False,False,False,False,False,2022,10,4,2863.41,3039.82
False,False,False,True,False,False,False,False,False,False,2024,12,4,202.92,202.7
False,True,False,False,False,False,False,False,False,False,2023,3,1,550.34,501.09
False,False,False,False,False,False,False,True,False,False,2022,9,3,767.2,686.98
False,False,True,False,False,False,False,False,False,False,2022,5,2,579.46,706.59
False,False,False,True,False,False,False,False,False,False,2023,10,4,61.83,53.64
False,False,False,False,False,False,False,False,True,False,2024,11,4,70.85,63.38
False,False,False,False,False,True,False,False,False,False,2022,5,2,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2023,2,1,1089.13,807.68
False,False,False,False,False,True,False,False,False,False,2024,11,4,1781.49,1873.96
False,True,False,False,False,False,False,False,False,False,2024,7,3,55.81,40.76
False,False,True,False,False,False,False,False,False,False,2022,11,4,1190.04,176.36
False,False,False,False,False,True,False,False,False,False,2022,10,4,150.84,271.85
False,False,True,False,False,False,False,False,False,False,2023,4,2,173.67,178.35
False,False,False,False,True,False,False,False,False,False,2023,7,3,2536.48,2327.56
False,False,True,False,False,False,False,False,False,False,2024,10,4,56.08,55.92
False,False,True,False,False,False,False,False,False,False,2024,4,2,262.91,138.99
False,False,True,False,False,False,False,False,False,False,2024,11,4,766.05,465.17
False,False,True,False,False,False,False,False,False,False,2024,9,3,159.48,167.22
False,False,False,False,False,False,False,True,False,False,2024,7,3,317.96,169.18
False,False,True,False,False,False,False,False,False,False,2024,12,4,295.74,352.13
False,False,True,False,False,False,False,False,False,False,2024,10,4,81.57,32.2
False,True,False,False,False,False,False,False,False,False,2023,5,2,28.06,32.37
False,False,True,False,False,False,False,False,False,False,2024,5,2,32.12,32.12
False,False,False,False,True,False,False,False,False,False,2022,10,4,213.48,222.95
False,False,False,False,True,False,False,False,False,False,2023,11,4,34.95,31.41
False,False,False,False,False,True,False,False,False,False,2023,8,3,2971.8,2046.11
False,False,True,False,False,False,False,False,False,False,2024,4,2,158.19,140.24
False,False,False,False,False,False,False,False,False,True,2023,8,3,467.76,544.61
False,False,True,False,False,False,False,False,False,False,2023,5,2,56.33,48.82
True,False,False,False,False,False,False,False,False,False,2024,12,4,1185.29,1110.61
False,False,True,False,False,False,False,False,False,False,2024,4,2,97.08,82.8
False,False,True,False,False,False,False,False,False,False,2023,3,1,534.99,43.1
True,False,False,False,False,False,False,False,False,False,2022,9,3,1631.14,2513.06
False,False,True,False,False,False,False,False,False,False,2023,8,3,182.65,213.95
False,False,False,False,False,False,False,False,True,False,2024,12,4,49.37,32.15
False,False,True,False,False,False,False,False,False,False,2024,4,2,642.84,3985.01
True,False,False,False,False,False,False,False,False,False,2024,10,4,85.83,55.92
False,False,True,False,False,False,False,False,False,False,2022,5,2,123.94,215.86
False,False,False,False,True,False,False,False,False,False,2023,12,4,3260.3,2878.08
False,False,False,False,False,True,False,False,False,False,2022,4,2,28.0,28.0
False,False,False,False,False,False,False,True,False,False,2022,7,3,24.26,24.24
True,False,False,False,False,False,False,False,False,False,2024,3,1,705.35,712.09
False,False,True,False,False,False,False,False,False,False,2022,4,2,586.98,747.63
False,False,True,False,False,False,False,False,False,False,2023,3,1,50.04,48.69
False,False,False,False,False,False,False,False,True,False,2024,9,3,40.7,40.7
False,False,False,True,False,False,False,False,False,False,2024,10,4,3051.88,3443.37
False,False,True,False,False,False,False,False,False,False,2024,7,3,1133.65,2560.58
False,False,False,False,False,False,False,False,False,True,2023,1,1,1470.57,2815.99
False,False,False,False,False,False,False,False,False,True,2023,9,3,75.2,46.52
False,False,False,False,False,False,False,False,False,True,2023,5,2,1816.64,2496.22
False,False,True,False,False,False,False,False,False,False,2024,11,4,32.15,27.82
False,True,False,False,False,False,False,False,False,False,2022,10,4,202.83,321.8
False,True,False,False,False,False,False,False,False,False,2023,9,3,53.64,53.64
False,False,False,False,True,False,False,False,False,False,2023,6,2,76.43,28.17
False,False,True,False,False,False,False,False,False,False,2023,3,1,27.44,290.09
False,False,False,False,False,False,False,False,False,True,2023,7,3,181.28,902.44
False,False,True,False,False,False,False,False,False,False,2023,1,1,185.02,194.44
False,False,True,False,False,False,False,False,False,False,2024,5,2,1133.33,1294.86
False,False,True,False,False,False,False,False,False,False,2022,11,4,55.2,42.22
False,True,False,False,False,False,False,False,False,False,2023,6,2,241.23,362.28
False,False,False,False,False,False,False,False,True,False,2022,4,2,255.3,202.82
False,False,False,False,False,False,False,False,True,False,2024,2,1,60.8,53.64
False,False,True,False,False,False,False,False,False,False,2024,12,4,63.56,63.44
False,False,False,False,False,False,False,True,False,False,2023,4,2,131.85,135.79
False,False,True,False,False,False,False,False,False,False,2023,12,4,1751.14,1882.37
False,False,True,False,False,False,False,False,False,False,2022,8,3,1390.25,2415.83
False,False,False,False,True,False,False,False,False,False,2024,4,2,1227.32,1230.17
False,False,True,False,False,False,False,False,False,False,2024,3,1,19.91,19.76
False,False,True,False,False,False,False,False,False,False,2022,12,4,304.64,272.1
False,False,False,False,False,True,False,False,False,False,2022,9,3,928.15,947.99
False,False,True,False,False,False,False,False,False,False,2023,2,1,61.79,55.28
False,False,True,False,False,False,False,False,False,False,2023,10,4,1199.14,1308.96
False,False,False,False,False,True,False,False,False,False,2022,12,4,242.12,202.69
False,True,False,False,False,False,False,False,False,False,2023,5,2,817.86,701.92
False,False,False,False,False,False,False,False,False,True,2024,7,3,742.06,1570.69
False,True,False,False,False,False,False,False,False,False,2023,9,3,75.2,75.2
False,False,False,False,False,False,False,False,True,False,2024,3,1,4039.17,3542.1
False,False,False,False,False,True,False,False,False,False,2023,7,3,32.39,32.39
False,True,False,False,False,False,False,False,False,False,2024,4,2,63.37,62.56
False,False,True,False,False,False,False,False,False,False,2023,9,3,46.46,543.69
False,True,False,False,False,False,False,False,False,False,2023,10,4,27.28,30.83
False,False,False,False,False,False,False,True,False,False,2023,8,3,353.98,601.54
False,False,True,False,False,False,False,False,False,False,2024,12,4,1290.64,1318.16
False,False,False,False,False,False,True,False,False,False,2023,4,2,56.44,45.62
False,False,False,False,False,False,False,True,False,False,2023,9,3,689.99,627.58
False,False,True,False,False,False,False,False,False,False,2024,7,3,130.67,262.29
False,True,False,False,False,False,False,False,False,False,2024,10,4,773.04,59.2
False,False,True,False,False,False,False,False,False,False,2022,7,3,338.38,280.16
False,False,True,False,False,False,False,False,False,False,2022,10,4,54.16,24.24
False,False,True,False,False,False,False,False,False,False,2022,7,3,202.69,203.99
False,False,True,False,False,False,False,False,False,False,2024,3,1,47.7,53.48
False,True,False,False,False,False,False,False,False,False,2024,8,3,36.73,36.53
False,False,False,True,False,False,False,False,False,False,2023,2,1,1851.46,1414.9
False,False,True,False,False,False,False,False,False,False,2024,12,4,56.97,56.97
False,False,False,False,False,True,False,False,False,False,2022,4,2,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2022,12,4,2233.8,1111.34
False,False,True,False,False,False,False,False,False,False,2024,9,3,365.23,335.15
False,False,True,False,False,False,False,False,False,False,2023,8,3,776.93,4013.06
False,False,False,False,False,True,False,False,False,False,2023,1,1,42.18,42.18
False,False,True,False,False,False,False,False,False,False,2024,2,1,53.64,53.63
False,False,False,False,False,True,False,False,False,False,2023,12,4,1242.72,1176.69
False,False,False,True,False,False,False,False,False,False,2024,10,4,78.69,141.95
False,False,False,False,True,False,False,False,False,False,2023,8,3,1165.85,910.56
False,False,True,False,False,False,False,False,False,False,2024,7,3,27.82,27.82
False,False,False,False,False,False,False,True,False,False,2024,4,2,119.48,116.28
False,False,False,False,False,False,False,False,False,True,2024,4,2,536.54,194.14
False,False,False,False,True,False,False,False,False,False,2022,9,3,213.32,184.85
False,False,True,False,False,False,False,False,False,False,2023,9,3,1094.5,1005.67
False,False,True,False,False,False,False,False,False,False,2024,10,4,1289.94,2909.02
False,False,False,True,False,False,False,False,False,False,2024,9,3,1249.03,674.79
False,False,True,False,False,False,False,False,False,False,2024,4,2,31.95,30.83
False,False,False,False,False,False,False,False,True,False,2022,5,2,39.26,39.38
False,False,False,False,False,False,False,True,False,False,2024,12,4,27.82,27.82
False,False,False,True,False,False,False,False,False,False,2024,11,4,1470.81,619.86
False,True,False,False,False,False,False,False,False,False,2022,7,3,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2022,10,4,706.85,646.61
False,True,False,False,False,False,False,False,False,False,2022,11,4,24.24,24.24
False,False,False,False,False,False,False,True,False,False,2023,12,4,30.83,30.83
False,False,True,False,False,False,False,False,False,False,2023,7,3,45.42,45.43
False,False,False,False,True,False,False,False,False,False,2023,3,1,1088.41,1029.94
False,True,False,False,False,False,False,False,False,False,2024,8,3,28.23,624.38
False,False,True,False,False,False,False,False,False,False,2022,11,4,1250.1,177.82
False,True,False,False,False,False,False,False,False,False,2024,7,3,1102.24,30.45
False,False,False,False,False,False,False,True,False,False,2024,9,3,55.72,27.82
False,False,True,False,False,False,False,False,False,False,2024,5,2,48.41,48.42
False,True,False,False,False,False,False,False,False,False,2022,5,2,94.25,76.63
False,False,False,False,False,False,False,True,False,False,2023,1,1,35.52,35.52
False,False,False,False,True,False,False,False,False,False,2022,11,4,2051.77,1209.84
False,False,True,False,False,False,False,False,False,False,2024,5,2,2169.19,64.36
True,False,False,False,False,False,False,False,False,False,2023,7,3,3162.95,2882.85
False,False,True,False,False,False,False,False,False,False,2024,7,3,202.05,186.94
False,False,False,False,False,False,False,True,False,False,2022,7,3,31.78,39.24
False,False,True,False,False,False,False,False,False,False,2024,9,3,389.1,218.53
False,False,True,False,False,False,False,False,False,False,2024,10,4,27.82,32.15
False,False,False,True,False,False,False,False,False,False,2023,1,1,2874.82,951.06
False,False,False,True,False,False,False,False,False,False,2024,2,1,19.76,19.76
False,False,False,False,False,False,False,False,True,False,2023,9,3,223.12,223.22
False,False,True,False,False,False,False,False,False,False,2022,10,4,94.42,74.84
False,False,True,False,False,False,False,False,False,False,2023,7,3,188.82,173.5
False,True,False,False,False,False,False,False,False,False,2023,3,1,30.27,28.0
False,False,False,False,False,False,False,False,True,False,2024,3,1,94.7,299.47
False,False,True,False,False,False,False,False,False,False,2022,4,2,646.79,626.76
False,False,False,False,False,False,False,True,False,False,2024,2,1,30.83,30.83
False,False,True,False,False,False,False,False,False,False,2024,1,1,252.04,223.17
False,False,False,False,False,False,False,False,True,False,2022,6,2,4154.97,4272.93
False,False,True,False,False,False,False,False,False,False,2022,11,4,255.43,255.35
False,True,False,False,False,False,False,False,False,False,2024,8,3,55.97,63.37
False,False,True,False,False,False,False,False,False,False,2023,7,3,56.35,56.35
False,False,True,False,False,False,False,False,False,False,2022,11,4,28.0,28.0
False,False,False,False,True,False,False,False,False,False,2022,8,3,146.93,146.56
False,False,False,False,False,False,False,True,False,False,2024,10,4,1781.13,1597.31
False,False,False,False,False,False,False,False,False,True,2023,12,4,2082.63,2082.65
False,False,True,False,False,False,False,False,False,False,2024,3,1,3937.88,2922.08
False,True,False,False,False,False,False,False,False,False,2024,8,3,32.15,45.0
False,True,False,False,False,False,False,False,False,False,2024,4,2,70.81,62.65
False,False,True,False,False,False,False,False,False,False,2024,11,4,312.81,293.79
False,False,True,False,False,False,False,False,False,False,2022,9,3,202.49,104.24
False,False,True,False,False,False,False,False,False,False,2022,7,3,24.24,24.24
True,False,False,False,False,False,False,False,False,False,2023,8,3,2900.47,1957.78
False,False,True,False,False,False,False,False,False,False,2024,8,3,86.02,119.43
False,False,True,False,False,False,False,False,False,False,2023,5,2,4437.74,3942.19
False,False,False,False,False,True,False,False,False,False,2023,10,4,49.69,216.86
False,False,False,False,False,True,False,False,False,False,2022,8,3,74.91,287.98
False,False,True,False,False,False,False,False,False,False,2024,4,2,78.33,77.49
False,False,True,False,False,False,False,False,False,False,2022,6,2,61.73,61.78
False,True,False,False,False,False,False,False,False,False,2023,7,3,214.05,202.45
False,False,True,False,False,False,False,False,False,False,2022,12,4,24.24,24.24
False,False,False,False,False,False,False,True,False,False,2023,6,2,3117.4,3882.88
False,False,True,False,False,False,False,False,False,False,2022,8,3,84.6,84.67
False,False,True,False,False,False,False,False,False,False,2022,11,4,503.05,74.77
True,False,False,False,False,False,False,False,False,False,2024,10,4,1512.96,1669.61
False,False,False,False,False,False,False,True,False,False,2023,6,2,32.39,32.37
False,False,True,False,False,False,False,False,False,False,2024,7,3,197.19,180.75
False,True,False,False,False,False,False,False,False,False,2022,12,4,24.24,27.98
False,False,False,False,False,False,False,True,False,False,2022,11,4,28.0,24.24
False,False,True,False,False,False,False,False,False,False,2024,1,1,136.13,82.33
False,False,False,False,True,False,False,False,False,False,2022,4,2,43.65,101.84
False,False,False,False,False,False,False,False,True,False,2022,6,2,404.44,371.05
False,False,True,False,False,False,False,False,False,False,2024,7,3,27.82,27.82
False,False,False,False,False,False,False,True,False,False,2024,3,1,30.82,34.94
False,False,True,False,False,False,False,False,False,False,2024,6,2,48.42,55.88
False,False,False,False,False,True,False,False,False,False,2023,9,3,784.68,64.29
False,True,False,False,False,False,False,False,False,False,2024,7,3,332.36,386.94
False,False,False,False,False,False,False,False,False,True,2023,3,1,42.81,42.2
False,True,False,False,False,False,False,False,False,False,2022,11,4,464.5,418.2
False,True,False,False,False,False,False,False,False,False,2022,4,2,35.46,35.46
False,False,True,False,False,False,False,False,False,False,2023,8,3,182.55,143.72
False,False,True,False,False,False,False,False,False,False,2022,5,2,1249.73,1710.78
False,False,False,False,False,False,False,True,False,False,2023,8,3,34.95,32.39
False,False,True,False,False,False,False,False,False,False,2022,5,2,184.51,1097.56
False,False,True,False,False,False,False,False,False,False,2024,12,4,27.82,108.1
False,False,True,False,False,False,False,False,False,False,2023,4,2,120.53,132.46
False,True,False,False,False,False,False,False,False,False,2022,10,4,2918.11,2212.25
False,False,False,True,False,False,False,False,False,False,2023,12,4,2628.82,2338.75
False,True,False,False,False,False,False,False,False,False,2023,9,3,747.65,314.37
False,False,True,False,False,False,False,False,False,False,2024,1,1,172.13,172.1
False,False,True,False,False,False,False,False,False,False,2024,8,3,366.17,365.16
False,False,False,False,False,False,False,True,False,False,2022,7,3,4081.34,3155.33
False,False,False,False,False,True,False,False,False,False,2023,4,2,32.39,28.14
False,False,False,False,True,False,False,False,False,False,2023,12,4,1949.35,1596.44
False,False,False,False,False,False,False,True,False,False,2022,7,3,24.32,24.24
False,True,False,False,False,False,False,False,False,False,2023,10,4,416.25,426.95
False,True,False,False,False,False,False,False,False,False,2022,6,2,101.45,24.47
False,False,True,False,False,False,False,False,False,False,2024,12,4,107.46,36.44
False,False,False,False,True,False,False,False,False,False,2022,11,4,85.09,104.4
False,False,True,False,False,False,False,False,False,False,2022,5,2,522.24,453.02
False,False,False,False,False,False,False,False,True,False,2023,4,2,410.41,595.97
False,False,True,False,False,False,False,False,False,False,2023,9,3,34.95,30.83
False,False,True,False,False,False,False,False,False,False,2024,2,1,26.69,30.82
False,False,False,True,False,False,False,False,False,False,2023,3,1,1551.98,3735.55
False,False,False,False,False,True,False,False,False,False,2023,6,2,32.39,32.39
False,False,False,False,False,False,False,False,True,False,2023,5,2,32.39,32.39
False,False,True,False,False,False,False,False,False,False,2022,8,3,24.84,35.46
False,False,False,False,False,False,True,False,False,False,2022,4,2,1028.51,1128.66
False,False,True,False,False,False,False,False,False,False,2024,5,2,277.76,425.85
False,False,True,False,False,False,False,False,False,False,2024,12,4,1606.02,2263.85
False,False,False,False,False,False,False,True,False,False,2022,4,2,24.26,24.28
False,False,False,False,False,False,True,False,False,False,2023,4,2,63.9,53.22
False,False,True,False,False,False,False,False,False,False,2023,7,3,563.83,506.29
False,False,True,False,False,False,False,False,False,False,2024,6,2,27.83,32.12
False,True,False,False,False,False,False,False,False,False,2024,2,1,30.83,30.83
False,False,False,False,False,False,True,False,False,False,2023,1,1,17.94,17.94
False,False,True,False,False,False,False,False,False,False,2022,6,2,202.55,136.98
False,False,False,True,False,False,False,False,False,False,2024,2,1,3409.94,4027.78
False,False,False,False,False,True,False,False,False,False,2023,4,2,604.08,227.94
False,False,False,False,False,False,True,False,False,False,2023,2,1,3758.51,3458.77
False,False,True,False,False,False,False,False,False,False,2022,4,2,579.8,553.63
False,False,True,False,False,False,False,False,False,False,2024,9,3,3412.29,674.71
False,False,False,False,False,False,False,False,True,False,2022,12,4,1831.4,1711.44
False,False,False,False,False,False,True,False,False,False,2023,2,1,215.99,272.17
False,False,True,False,False,False,False,False,False,False,2023,8,3,30.82,28.06
False,False,True,False,False,False,False,False,False,False,2023,4,2,586.75,586.76
False,False,True,False,False,False,False,False,False,False,2024,11,4,40.82,40.78
False,False,True,False,False,False,False,False,False,False,2024,8,3,27.82,27.83
False,False,True,False,False,False,False,False,False,False,2023,12,4,235.66,191.45
False,True,False,False,False,False,False,False,False,False,2022,5,2,42.64,189.2
False,False,True,False,False,False,False,False,False,False,2024,8,3,40.74,36.41
False,False,False,False,False,False,False,True,False,False,2023,8,3,821.85,818.04
False,False,True,False,False,False,False,False,False,False,2022,8,3,42.2,42.18
False,False,False,False,False,False,True,False,False,False,2022,8,3,370.89,163.17
False,False,False,False,False,False,False,False,True,False,2024,8,3,1872.59,2192.36
False,False,False,False,False,True,False,False,False,False,2022,8,3,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2024,9,3,1434.44,211.73
False,False,True,False,False,False,False,False,False,False,2022,12,4,1167.87,256.04
False,False,False,False,False,True,False,False,False,False,2024,3,1,1864.86,4138.6
False,False,True,False,False,False,False,False,False,False,2024,1,1,35.01,43.25
False,False,True,False,False,False,False,False,False,False,2024,5,2,135.8,1565.54
False,False,True,False,False,False,False,False,False,False,2023,5,2,32.39,32.39
False,False,False,False,False,False,True,False,False,False,2022,7,3,1552.77,1491.09
False,False,False,False,False,False,False,True,False,False,2024,10,4,27.94,28.99
False,True,False,False,False,False,False,False,False,False,2024,12,4,4140.19,3212.81
False,False,True,False,False,False,False,False,False,False,2023,1,1,1641.86,1550.02
False,False,False,False,False,False,False,False,True,False,2023,3,1,2791.11,3497.01
False,True,False,False,False,False,False,False,False,False,2024,2,1,65.96,65.84
False,False,True,False,False,False,False,False,False,False,2024,7,3,36.4,36.61
False,False,True,False,False,False,False,False,False,False,2023,10,4,795.78,866.81
False,False,True,False,False,False,False,False,False,False,2023,9,3,4390.46,4208.61
False,False,True,False,False,False,False,False,False,False,2022,6,2,31.78,24.75
False,False,False,False,False,True,False,False,False,False,2024,4,2,55.77,32.61
False,False,False,False,True,False,False,False,False,False,2023,10,4,313.06,345.71
False,False,False,False,False,False,True,False,False,False,2023,9,3,866.1,711.49
False,True,False,False,False,False,False,False,False,False,2023,12,4,238.31,427.6
False,False,False,False,False,False,False,True,False,False,2024,11,4,32.15,32.15
False,False,True,False,False,False,False,False,False,False,2024,9,3,533.58,439.21
False,False,False,True,False,False,False,False,False,False,2023,3,1,33.81,31.76
False,False,True,False,False,False,False,False,False,False,2023,2,1,27.98,27.98
False,False,False,False,False,False,False,False,True,False,2024,5,2,70.85,85.76
False,False,False,False,False,False,False,False,True,False,2023,2,1,1010.14,1288.21
False,False,False,False,False,True,False,False,False,False,2023,8,3,668.0,499.65
False,False,True,False,False,False,False,False,False,False,2022,9,3,24.24,24.26
False,False,True,False,False,False,False,False,False,False,2022,9,3,1027.99,627.05
False,True,False,False,False,False,False,False,False,False,2024,6,2,63.37,63.38
False,False,True,False,False,False,False,False,False,False,2024,8,3,55.88,27.82
False,False,True,False,False,False,False,False,False,False,2023,4,2,3801.51,1539.75
False,False,True,False,False,False,False,False,False,False,2023,1,1,17.94,17.94
False,True,False,False,False,False,False,False,False,False,2024,10,4,32.28,40.78
False,False,False,False,False,True,False,False,False,False,2024,7,3,788.9,715.51
False,False,False,False,False,False,False,True,False,False,2024,11,4,27.82,27.82
False,False,False,True,False,False,False,False,False,False,2024,12,4,733.73,852.74
False,False,False,False,False,False,False,True,False,False,2022,7,3,24.24,24.24
False,False,True,False,False,False,False,False,False,False,2023,4,2,32.08,28.0
False,True,False,False,False,False,False,False,False,False,2023,9,3,125.33,136.11
False,False,True,False,False,False,False,False,False,False,2023,11,4,1485.31,61.04
False,False,True,False,False,False,False,False,False,False,2022,10,4,215.46,215.46
False,False,False,False,False,False,False,False,True,False,2022,10,4,42.2,48.71
False,False,True,False,False,False,False,False,False,False,2022,9,3,123.92,137.87
False,True,False,False,False,False,False,False,False,False,2024,2,1,3077.21,2392.65
False,False,True,False,False,False,False,False,False,False,2022,12,4,104.19,94.43
False,True,False,False,False,False,False,False,False,False,2024,11,4,32.15,32.15
False,False,True,False,False,False,False,False,False,False,2024,1,1,2126.46,1485.81
False,False,False,False,False,False,True,False,False,False,2022,11,4,2133.17,1832.1
False,False,True,False,False,False,False,False,False,False,2023,11,4,26.69,27.32
False,False,True,False,False,False,False,False,False,False,2022,12,4,24.24,138.91
False,False,True,False,False,False,False,False,False,False,2022,8,3,214.47,117.05
False,True,False,False,False,False,False,False,False,False,2022,9,3,59.92,59.94
False,False,True,False,False,False,False,False,False,False,2023,10,4,88.64,78.21
False,False,True,False,False,False,False,False,False,False,2023,12,4,266.62,300.18
False,False,False,False,False,True,False,False,False,False,2024,5,2,444.73,141.99
False,True,False,False,False,False,False,False,False,False,2022,7,3,93.79,48.75
False,False,False,False,True,False,False,False,False,False,2022,7,3,86.28,71.2
False,True,False,False,False,False,False,False,False,False,2022,5,2,2633.97,1571.34
False,False,False,True,False,False,False,False,False,False,2022,9,3,61.77,42.24
True,False,False,False,False,False,False,False,False,False,2022,11,4,1109.95,1630.85
False,False,True,False,False,False,False,False,False,False,2023,12,4,1154.2,1000.25
False,False,False,False,True,False,False,False,False,False,2022,8,3,116.6,108.73
False,False,False,False,False,True,False,False,False,False,2023,7,3,32.37,32.37
False,True,False,False,False,False,False,False,False,False,2022,12,4,255.23,1067.41
False,False,True,False,False,False,False,False,False,False,2023,7,3,1374.26,864.34
False,False,True,False,False,False,False,False,False,False,2024,10,4,49.29,759.03
True,False,False,False,False,False,False,False,False,False,2022,9,3,767.0,667.06
False,False,False,False,False,False,True,False,False,False,2023,12,4,114.87,237.58
False,False,False,False,False,False,False,False,False,True,2022,7,3,48.69,48.71
False,False,False,False,False,False,False,True,False,False,2023,4,2,31.61,24.24
False,False,True,False,False,False,False,False,False,False,2024,5,2,28.27,212.12
False,False,False,False,True,False,False,False,False,False,2024,7,3,880.12,994.34
False,False,False,False,False,False,False,True,False,False,2023,8,3,32.38,32.39
False,False,False,True,False,False,False,False,False,False,2024,12,4,1545.29,1470.81
False,False,True,False,False,False,False,False,False,False,2022,10,4,146.92,175.28
False,False,False,False,False,True,False,False,False,False,2023,1,1,28.0,24.24
False,False,True,False,False,False,False,False,False,False,2022,9,3,1952.08,2012.56
True,False,False,False,False,False,False,False,False,False,2022,9,3,43.7,113.21
False,False,False,False,False,False,False,False,True,False,2024,11,4,2933.86,4105.96
False,False,True,False,False,False,False,False,False,False,2023,5,2,577.2,465.25
False,True,False,False,False,False,False,False,False,False,2022,11,4,2492.32,394.25
True,False,False,False,False,False,False,False,False,False,2023,12,4,3430.18,3585.35
False,False,True,False,False,False,False,False,False,False,2023,9,3,2480.35,3474.55
False,True,False,False,False,False,False,False,False,False,2024,11,4,333.3,333.23
False,False,False,False,False,False,False,False,True,False,2024,10,4,1737.26,3470.62
False,False,True,False,False,False,False,False,False,False,2023,10,4,35.83,35.01
False,True,False,False,False,False,False,False,False,False,2023,1,1,672.55,31.32
False,True,False,False,False,False,False,False,False,False,2024,10,4,1290.33,1356.78
False,False,True,False,False,False,False,False,False,False,2023,1,1,43.04,43.05
False,False,False,False,False,False,False,False,True,False,2023,3,1,68.22,42.18
False,False,False,False,False,False,True,False,False,False,2022,4,2,127.05,268.35
False,False,False,False,False,False,False,False,True,False,2023,1,1,202.33,42.18
False,False,False,False,False,False,True,False,False,False,2022,9,3,48.69,42.18
False,False,True,False,False,False,False,False,False,False,2022,7,3,31.76,31.88
False,False,True,False,False,False,False,False,False,False,2022,5,2,94.55,84.77
False,False,False,True,False,False,False,False,False,False,2023,1,1,3337.4,2896.04
False,True,False,False,False,False,False,False,False,False,2023,1,1,707.01,727.36
False,False,False,False,False,False,True,False,False,False,2024,11,4,2961.49,4043.55
False,False,False,False,False,True,False,False,False,False,2023,8,3,82.37,86.53
False,True,False,False,False,False,False,False,False,False,2023,1,1,229.09,84.94
False,False,True,False,False,False,False,False,False,False,2023,4,2,66.65,54.16
False,False,True,False,False,False,False,False,False,False,2022,12,4,42.94,24.37
False,False,False,False,True,False,False,False,False,False,2022,4,2,420.69,255.42
False,False,False,False,False,False,False,False,False,True,2024,1,1,46.46,46.46
False,False,False,False,True,False,False,False,False,False,2024,11,4,40.82,49.41
False,True,False,False,False,False,False,False,False,False,2023,1,1,61.75,61.75
False,False,True,False,False,False,False,False,False,False,2022,12,4,27.98,24.26
False,True,False,False,False,False,False,False,False,False,2022,9,3,42.18,42.18
False,False,True,False,False,False,False,False,False,False,2023,12,4,120.05,120.03
False,False,False,False,False,False,False,False,True,False,2023,4,2,49.21,153.31
False,False,True,False,False,False,False,False,False,False,2024,9,3,186.94,172.54
False,False,True,False,False,False,False,False,False,False,2023,9,3,95.05,94.95
False,False,True,False,False,False,False,False,False,False,2024,4,2,55.43,53.58
False,False,True,False,False,False,False,False,False,False,2024,2,1,19.76,19.76
False,False,False,False,True,False,False,False,False,False,2022,12,4,606.7,606.76
False,True,False,False,False,False,False,False,False,False,2024,4,2,32.23,559.35
False,False,True,False,False,False,False,False,False,False,2023,2,1,893.51,2631.24
False,False,False,False,False,False,False,False,False,True,2023,12,4,2000.1,1466.38
False,False,True,False,False,False,False,False,False,False,2022,6,2,570.25,626.81
False,False,False,False,False,False,False,True,False,False,2024,10,4,45.08,40.78
False,False,False,True,False,False,False,False,False,False,2023,1,1,503.92,487.23
False,True,False,False,False,False,False,False,False,False,2024,4,2,142.24,1265.11
False,False,True,False,False,False,False,False,False,False,2022,10,4,3776.35,3074.39
False,False,True,False,False,False,False,False,False,False,2023,6,2,125.82,117.07
False,False,True,False,False,False,False,False,False,False,2023,9,3,2834.27,2591.1
True,False,False,False,False,False,False,False,False,False,2024,2,1,890.19,1054.67
False,False,False,False,False,False,True,False,False,False,2024,6,2,1525.15,1709.08
False,True,False,False,False,False,False,False,False,False,2024,7,3,78.33,78.26
False,False,True,False,False,False,False,False,False,False,2022,6,2,24.26,24.24
False,False,False,False,True,False,False,False,False,False,2024,10,4,190.24,56.06
False,True,False,False,False,False,False,False,False,False,2024,10,4,27.82,27.82
False,False,True,False,False,False,False,False,False,False,2024,2,1,1153.43,555.84
True,False,False,False,False,False,False,False,False,False,2023,5,2,2372.32,373.45
False,False,True,False,False,False,False,False,False,False,2023,3,1,1351.12,1453.69
False,False,False,True,False,False,False,False,False,False,2023,9,3,194.14,194.13
False,False,False,False,False,True,False,False,False,False,2022,6,2,24.24,24.28
False,True,False,False,False,False,False,False,False,False,2022,4,2,827.56,847.62
False,False,False,False,False,True,False,False,False,False,2023,7,3,28.06,32.39
False,False,True,False,False,False,False,False,False,False,2023,2,1,109.08,146.99
