MATRICULA,DATA_VENCIMENTO,BAIRRO,VALOR_FATURA,ANO_VENCIMENTO,MES_VENCIMENTO,TRIMESTRE,VALOR_FATURA_lag1,VALOR_FATURA_lag2
154091910,2023-08-15,CAICARAS,26.69,2023,8,3,28.04,28.06
136540431,2023-08-15,PINDORAMA,4208.35,2023,8,3,4020.82,2256.68
132235579,2023-08-15,MILIONARIOS,125.31,2023,8,3,53.64,56.35
19615345,2023-08-15,SAO BENTO,34.99,2023,8,3,82.16,41.07
10968229,2023-08-15,BARRO PRETO,747.65,2023,8,3,314.37,333.62
150296924,2023-08-15,LIBERDADE,726.92,2023,8,3,371.78,457.31
18499031,2023-08-15,BOA VISTA,82.39,2023,8,3,109.1,86.6
18824021,2023-08-15,UNIAO,53.64,2023,8,3,53.64,56.35
19762020,2023-08-15,SAVASSI,879.79,2023,8,3,1006.85,897.85
19615299,2023-08-15,SAO BENTO,689.24,2023,8,3,100.73,764.1
25606085,2023-08-15,CEU AZUL,53.64,2023,8,3,53.64,56.35
132229170,2023-08-15,CENTRO,684.25,2023,8,3,1132.26,1189.44
2887924,2023-08-15,VENDA NOVA,114.68,2023,8,3,120.45,109.36
22235892,2023-08-15,GLORIA,39.11,2023,8,3,39.11,41.09
102433895,2023-08-15,SAO BENTO,237.53,2023,8,3,203.9,203.94
114685169,2023-08-15,VILA NOVO SAO LUCAS,353.93,2023,8,3,249.68,295.23
19744820,2023-08-15,BOA VIAGEM,26.69,2023,8,3,26.7,28.06
22096906,2023-08-15,SANTO AGOSTINHO,26.69,2023,8,3,26.7,28.1
2887371,2023-08-15,VENDA NOVA,165.2,2023,8,3,173.66,173.6
103802100,2023-08-15,ALIPIO DE MELO,372.31,2023,8,3,427.03,467.38
25842412,2023-08-15,SAO PEDRO,145.01,2023,8,3,145.01,161.1
161250548,2023-08-15,SAO PEDRO,518.2,2023,8,3,554.89,582.64
152996273,2023-08-15,DAS MANSOES,26.69,2023,8,3,28.04,28.04
10965386,2023-08-15,BARRO PRETO,54.66,2023,8,3,54.66,57.42
102759910,2023-08-15,SAVASSI,384.13,2023,8,3,371.39,403.7
706680,2023-08-15,BONFIM,266.72,2023,8,3,409.96,448.4
102760969,2023-08-15,LOURDES,384.13,2023,8,3,396.82,403.6
114421129,2023-08-15,MADRI,82.52,2023,8,3,46.49,173.3
102761116,2023-08-15,CIDADE JARDIM,308.38,2023,8,3,312.9,246.97
113629958,2023-08-15,BETANIA,572.79,2023,8,3,910.98,506.06
2957272,2023-08-15,MINAS CAIXA,2900.72,2023,8,3,3302.83,3209.93
139444378,2023-08-15,SERRA VERDE,19.76,2023,8,3,19.76,20.76
115195874,2023-08-15,GRANJA DE FREITAS,1883.83,2023,8,3,1883.75,2095.24
22036318,2023-08-15,CAICARA ADELAIDE,463.41,2023,8,3,47.0,467.78
10975420,2023-08-15,CENTRO,426.95,2023,8,3,390.48,448.53
103406573,2023-08-15,SANTO AGOSTINHO,2048.85,2023,8,3,2074.26,1912.66
115171967,2023-08-15,CORACAO EUCARISTICO,49.31,2023,8,3,3295.46,3280.11
2434229,2023-08-15,BARREIRO,281.04,2023,8,3,252.09,295.28
136540163,2023-08-15,JARDIM DOS COMERCIARIOS,3939.41,2023,8,3,4000.58,501.36
109698096,2023-08-15,GUTIERREZ,30.83,2023,8,3,30.83,32.39
25640801,2023-08-15,ALTO DOS PINHEIROS,46.47,2023,8,3,53.64,56.35
25615491,2023-08-15,DAS INDUSTRIAS I,46.46,2023,8,3,60.79,48.8
152620443,2023-08-15,SAO BERNARDO,97.83,2023,8,3,71.46,86.62
102760152,2023-08-15,CARMO,30.83,2023,8,3,30.83,32.39
153083638,2023-08-15,JARDIM AMERICA,638.42,2023,8,3,727.35,737.62
114410119,2023-08-15,JARDIM GUANABARA,4091.08,2023,8,3,3164.22,3347.09
102715491,2023-08-15,SAUDADE,223.17,2023,8,3,223.14,279.98
149255586,2023-08-15,CONJUNTO TAQUARIL,910.65,2023,8,3,536.29,448.09
164610740,2023-08-15,JARDIM AMERICA,1374.18,2023,8,3,2281.26,189.5
18536417,2023-08-15,MARIA GORETTI,46.46,2023,8,3,46.46,50.0
2895439,2023-08-15,MINAS CAIXA,1132.12,2023,8,3,1119.33,1143.04
2443384,2023-08-15,BARREIRO,179.64,2023,8,3,68.03,158.22
113675062,2023-08-15,MADRE GERTRUDES,3142.77,2023,8,3,1771.5,2118.66
139960236,2023-08-15,VERA CRUZ,34.97,2023,8,3,34.97,36.74
114446113,2023-08-15,CONFISCO,979.81,2023,8,3,701.98,520.25
26070421,2023-08-15,SAO BENTO,1261.08,2023,8,3,1191.19,1284.86
154091766,2023-08-15,CAICARAS,26.7,2023,8,3,41.08,32.37
102761043,2023-08-15,SANTO ANTONIO,111.67,2023,8,3,95.02,108.58
113807813,2023-08-15,VENDA NOVA,2879.11,2023,8,3,3581.2,3814.7
2426714,2023-08-15,BARREIRO,890.4,2023,8,3,744.52,934.15
737674,2023-08-15,BONFIM,26.7,2023,8,3,26.7,32.39
132766167,2023-08-15,SAO FRANCISCO,126.36,2023,8,3,82.69,302.09
2974169,2023-08-15,SERRA VERDE,1639.75,2023,8,3,1198.85,702.86
110102428,2023-08-15,ATILA DE PAIVA,252.09,2023,8,3,251.86,279.91
25833863,2023-08-15,PLANALTO,82.39,2023,8,3,82.4,86.47
103396390,2023-08-15,BARRO PRETO,1909.33,2023,8,3,1782.29,2005.89
2910144,2023-08-15,JARDIM DOS COMERCIARIOS,47.65,2023,8,3,47.7,1236.13
113612346,2023-08-15,GRANJA DE FREITAS,505.77,2023,8,3,563.17,314.44
168361728,2023-08-15,SANTA LUCIA,75.13,2023,8,3,86.48,48.88
1967991,2023-08-15,SALGADO FILHO,847.6,2023,8,3,1652.52,4343.83
18452442,2023-08-15,UNIVERSITARIO,390.62,2023,8,3,591.04,563.83
915441,2023-08-15,SAO GERALDO,518.17,2023,8,3,554.47,563.64
10968601,2023-08-15,CENTRO,299.78,2023,8,3,481.97,864.51
139312684,2023-08-15,BANDEIRANTES,1463.65,2023,8,3,1418.22,1444.62
19674601,2023-08-15,CAICARA ADELAIDE,30.82,2023,8,3,28.05,28.06
2525895,2023-08-15,ITAIPU,651.04,2023,8,3,846.59,761.03
25834916,2023-08-15,SAO JOSE,68.01,2023,8,3,68.03,71.45
152933956,2023-08-15,TIROL(BA),1308.03,2023,8,3,844.48,279.93
152744801,2023-08-15,BURITIS,30.83,2023,8,3,34.95,32.39
109314417,2023-08-15,CORACAO EUCARISTICO,30.83,2023,8,3,30.83,32.39
103829822,2023-08-15,GUTIERREZ,82.37,2023,8,3,82.35,79.0
132766647,2023-08-15,APARECIDA,134.58,2023,8,3,69.31,41.19
25640852,2023-08-15,SANTA CRUZ,46.46,2023,8,3,46.47,48.82
18995012,2023-08-15,JARDINOPOLIS,391.02,2023,8,3,524.5,1026.35
110316797,2023-08-15,SANTA RITA DE CASSIA,980.06,2023,8,3,1374.93,748.95
21547726,2023-08-15,CAMARGOS,45.39,2023,8,3,41.08,36.86
102782725,2023-08-15,RIBEIRO DE ABREU,26.69,2023,8,3,34.97,28.08
132229358,2023-08-15,CENTRO,911.04,2023,8,3,845.03,887.62
114446857,2023-08-15,SANTA AMELIA,19.76,2023,8,3,19.76,20.76
22383433,2023-08-15,GLORIA,4116.51,2023,8,3,3167.73,1123.46
10963146,2023-08-15,BARRO PRETO,46.46,2023,8,3,103.8,48.8
2527057,2023-08-15,TIROL(BA),866.81,2023,8,3,866.75,793.63
103396381,2023-08-15,SANTO AGOSTINHO,727.23,2023,8,3,752.67,710.89
2441489,2023-08-15,BARREIRO,60.79,2023,8,3,61.19,48.82
25618822,2023-08-15,COPACABANA,60.82,2023,8,3,60.8,63.9
898996,2023-08-15,ESPLANADA,103.36,2023,8,3,95.02,108.52
132134331,2023-08-15,LIBERDADE,346.03,2023,8,3,280.55,314.04
154091626,2023-08-15,CAICARAS,26.69,2023,8,3,32.38,28.06
137581785,2023-08-15,CASTELO,3872.85,2023,8,3,4236.66,3625.97
19567880,2023-08-15,LOURDES,26.69,2023,8,3,26.8,28.18
26244896,2023-08-15,JARDIM GUANABARA,335.7,2023,8,3,317.48,295.32
161413625,2023-08-15,CENTRO,26.69,2023,8,3,26.69,28.04
115178066,2023-08-15,NOSSA SENHORA DE FATIMA,61.63,2023,8,3,61.69,39.15
934976,2023-08-15,BOA VISTA,136.24,2023,8,3,711.86,143.22
18875513,2023-08-15,TEIXEIRA DIAS,822.57,2023,8,3,933.15,724.88
1985973,2023-08-15,OESTE,189.08,2023,8,3,189.11,189.15
10977261,2023-08-15,CENTRO,2767.74,2023,8,3,2524.72,2652.21
22382909,2023-08-15,BANDEIRANTES,67.97,2023,8,3,68.01,56.59
154009342,2023-08-15,ESTORIL,30.83,2023,8,3,32.38,32.39
25603973,2023-08-15,CONJUNTO CELSO MACHADO,103.9,2023,8,3,82.46,97.8
149358229,2023-08-15,GRAJAU,65.84,2023,8,3,62.82,28.2
136115110,2023-08-15,SANTA EFIGENIA,287.5,2023,8,3,266.61,291.09
2441471,2023-08-15,BARREIRO,2590.42,2023,8,3,2082.6,1886.06
25604287,2023-08-15,SAO JOAO BATISTA(VN),82.33,2023,8,3,53.67,63.88
25643428,2023-08-15,SAVASSI,46.46,2023,8,3,82.3,48.93
2927667,2023-08-15,SANTA BRANCA,2324.88,2023,8,3,3187.81,1260.82
109693175,2023-08-15,BETANIA,518.15,2023,8,3,518.14,544.41
25650963,2023-08-15,SAO BERNARDO,75.2,2023,8,3,46.52,79.0
132564807,2023-08-15,CACHOEIRINHA,108.57,2023,8,3,99.81,108.58
103406590,2023-08-15,SANTO AGOSTINHO,2011.39,2023,8,3,2072.99,2405.88
2065177,2023-08-15,MADRE GERTRUDES,46.6,2023,8,3,46.47,120.33
102700273,2023-08-15,HORTO,26.69,2023,8,3,26.69,28.04
113090021,2023-08-15,SANTO AGOSTINHO,30.83,2023,8,3,30.82,32.37
18872964,2023-08-15,DOM BOSCO,448.74,2023,8,3,525.12,701.3
132229536,2023-08-15,CENTRO,911.03,2023,8,3,822.69,864.23
26050137,2023-08-15,MINAS CAIXA,60.84,2023,8,3,63.91,71.45
102761388,2023-08-15,SANTO AGOSTINHO,1158.65,2023,8,3,590.68,523.92
25859447,2023-08-15,RIBEIRO DE ABREU,734.38,2023,8,3,778.75,910.63
10963219,2023-08-15,BARRO PRETO,208.64,2023,8,3,179.71,219.22
154863025,2023-08-15,COMITECO,53.55,2023,8,3,43.25,45.44
721921,2023-08-15,CAICARAS,1951.96,2023,8,3,1751.79,4391.7
103366083,2023-08-15,VILA PRIMEIRO DE MAIO,499.86,2023,8,3,481.67,467.87
2584379,2023-08-15,BARREIRO,500.56,2023,8,3,462.91,1281.52
2063701,2023-08-15,NOVA CINTRA,844.72,2023,8,3,844.69,794.74
26291312,2023-08-15,VILA BARRAGEM SANTA LUCIA,46.46,2023,8,3,543.69,48.8
18468683,2023-08-15,JAQUELINE,499.91,2023,8,3,572.82,525.22
139570047,2023-08-15,CONJUNTO PAULO VI,2414.26,2023,8,3,2590.9,2536.48
103632387,2023-08-15,SAO CRISTOVAO,30.83,2023,8,3,30.83,32.39
152861696,2023-08-15,LAGOINHA,204.69,2023,8,3,36.37,1031.26
109551630,2023-08-15,SANTA HELENA,26.69,2023,8,3,28.84,30.78
168135400,2023-08-15,TEIXEIRA DIAS,43.23,2023,8,3,43.23,41.09
2565781,2023-08-15,TIROL(BA),50.13,2023,8,3,4278.08,3813.92
113660359,2023-08-15,CACHOEIRINHA,2326.09,2023,8,3,195.85,2744.19
113287984,2023-08-15,MANTIQUEIRA,1154.61,2023,8,3,757.26,1653.33
115156836,2023-08-15,NOSSA SENHORA DE FATIMA,39.14,2023,8,3,35.47,42.82
143381938,2023-09-23,BETANIA,39.86,2023,9,3,39.11,39.11
17539358,2023-09-23,VILA CLORIS,83.81,2023,9,3,75.2,75.2
154009342,2023-09-23,ESTORIL,31.44,2023,9,3,30.83,32.38
121987981,2023-09-23,SAO GERALDO,1245.55,2023,9,3,1197.75,1286.87
156976684,2023-09-23,ESTORIL,31.44,2023,9,3,30.83,32.38
106177338,2023-09-23,RIO BRANCO,83.2,2023,9,3,75.2,46.52
111165831,2023-09-23,CASTELO,31.32,2023,9,3,30.83,26.7
2891204,2023-09-23,VENDA NOVA,2000.02,2023,9,3,2480.62,2559.13
114446113,2023-09-23,CONFISCO,840.8,2023,9,3,979.81,701.98
23679328,2023-09-23,BARREIRO,643.69,2023,9,3,518.31,822.79
706698,2023-09-23,BONFIM,47.38,2023,9,3,46.46,48.44
1584286,2023-09-23,CAICARAS,3266.89,2023,9,3,2590.14,2947.23
124979564,2023-09-23,SILVEIRA,31.41,2023,9,3,30.83,30.84
105451835,2023-09-23,RIO BRANCO,2048.47,2023,9,3,2141.15,1676.44
161387390,2023-09-23,PINDORAMA,132.21,2023,9,3,129.81,120.88
164268693,2023-09-23,PONGELUPE,3257.9,2023,9,3,2900.33,2502.22
116379766,2023-09-23,AARAO REIS,947.82,2023,9,3,1769.24,1883.55
107819210,2023-09-23,PADRE EUSTAQUIO,31.41,2023,9,3,26.7,30.84
12857173,2023-09-23,VILA BANDEIRANTES,798.47,2023,9,3,966.83,917.08
114292728,2023-09-23,SANTA TEREZA,104.13,2023,9,3,43.21,47.35
24670995,2023-09-23,SAVASSI,69.15,2023,9,3,67.99,60.8
102718458,2023-09-23,BARRO PRETO,73.87,2023,9,3,65.99,86.66
113569238,2023-09-23,MARIA GORETTI,3526.53,2023,9,3,3917.69,2680.02
156975068,2023-09-23,BURITIS,31.41,2023,9,3,30.83,30.83
122038738,2023-09-23,PETROPOLIS,3484.12,2023,9,3,3740.43,3743.17
105425753,2023-09-23,ESTORIL,88.27,2023,9,3,86.68,82.3
116910194,2023-09-23,FLORESTA,120.76,2023,9,3,86.58,47.5
109873319,2023-09-23,OLHOS D AGUA,325.24,2023,9,3,916.65,827.71
106254723,2023-09-23,ESTORIL,59.34,2023,9,3,689.99,627.58
109558588,2023-09-23,ALTO CAICARAS,54.51,2023,9,3,53.63,46.46
116343095,2023-09-23,BARRO PRETO,656.47,2023,9,3,538.41,554.4
125103204,2023-09-23,PIRATININGA(VN),126.34,2023,9,3,1771.5,53.64
1058533,2023-09-23,UNIAO,874.67,2023,9,3,976.4,48.8
20321503,2023-09-23,ALIPIO DE MELO,31.41,2023,9,3,30.83,30.83
23679891,2023-09-23,ALTO CAICARAS,1172.1,2023,9,3,1308.79,933.44
24593486,2023-09-23,LOURDES,20.15,2023,9,3,19.76,20.76
114283672,2023-09-23,SANTA MARIA,562.02,2023,9,3,426.83,390.24
13093584,2023-09-23,NOVO GLORIA,3123.16,2023,9,3,2635.47,2392.1
162133588,2023-09-23,BANDEIRANTES,2516.1,2023,9,3,1796.08,1861.72
144402831,2023-09-23,ETELVINA CARNEIRO,90.92,2023,9,3,89.3,115.96
156971160,2023-09-23,BURITIS,31.41,2023,9,3,30.83,30.83
27806766,2023-09-23,FUNCIONARIOS,31.41,2023,9,3,30.83,30.83
166863581,2023-09-23,JARDIM MONTANHES,31.44,2023,9,3,30.83,32.38
2063701,2023-09-23,NOVA CINTRA,794.89,2023,9,3,844.72,844.69
111289289,2023-09-23,SAVASSI,193.36,2023,9,3,34.97,32.4
19254628,2023-09-23,OURO PRETO,3804.07,2023,9,3,3273.38,3298.22
116921153,2023-09-23,SANTA EFIGENIA,27.2,2023,9,3,26.69,26.69
156976803,2023-09-23,BURITIS,31.41,2023,9,3,30.83,30.83
139312684,2023-09-23,BANDEIRANTES,1513.24,2023,9,3,1463.65,1418.22
153084375,2023-09-23,JARDIM AMERICA,31.51,2023,9,3,26.69,34.94
20247745,2023-09-23,BANDEIRANTES,4163.27,2023,9,3,3630.35,3586.0
114446857,2023-09-23,SANTA AMELIA,20.13,2023,9,3,19.76,19.76
105342432,2023-09-23,TREVO,760.15,2023,9,3,223.12,223.22
121792064,2023-09-23,DONA CLARA,830.94,2023,9,3,1374.38,445.09
116320885,2023-09-23,COLEGIO BATISTA,79.2,2023,9,3,59.88,47.45
17078202,2023-09-23,CARLOS PRATES,47.81,2023,9,3,34.97,26.69
163287490,2023-09-23,JOAO PINHEIRO,20.13,2023,9,3,19.76,19.76
11371561,2023-09-23,COLEGIO BATISTA,840.84,2023,9,3,977.26,933.22
13250701,2023-09-23,BONSUCESSO,990.78,2023,9,3,1064.88,1794.54
2754380,2023-09-23,JARDIM ATLANTICO,153.35,2023,9,3,136.26,136.58
1264966,2023-09-23,JARDIM VITORIA,578.03,2023,9,3,280.96,281.04
103167749,2023-09-23,SAO SALVADOR,39.76,2023,9,3,39.06,34.97
1662856,2023-09-23,PADRE EUSTAQUIO,54.51,2023,9,3,53.63,46.47
121826121,2023-09-23,DIAMANTE,172.31,2023,9,3,153.31,27.78
107811235,2023-09-23,SANTO ANDRE,31.32,2023,9,3,30.82,26.69
162142803,2023-09-23,NOVO AARAO REIS,147.8,2023,9,3,31.43,31.46
25643428,2023-09-23,SAVASSI,94.72,2023,9,3,46.46,82.3
11380993,2023-09-23,FLORESTA,472.78,2023,9,3,481.62,481.63
125082291,2023-09-23,CARLOS PRATES,3449.04,2023,9,3,3393.96,2879.71
171128851,2023-09-23,CARLOS PRATES,50.78,2023,9,3,784.68,64.29
22221913,2023-09-23,PADRE EUSTAQUIO,27.21,2023,9,3,26.69,27.47
24611921,2023-09-23,ALTO VERA CRUZ,558.64,2023,9,3,1732.94,64.43
116914998,2023-09-23,BONSUCESSO,69.15,2023,9,3,60.82,60.82
143439545,2023-09-23,CONCORDIA,27.2,2023,9,3,26.69,26.69
139444378,2023-09-23,SERRA VERDE,20.13,2023,9,3,19.76,19.76
112142877,2023-09-23,CONJUNTO TUNEL IBIRITE,183.45,2023,9,3,266.55,194.25
770426,2023-09-23,CARLOS PRATES,76.65,2023,9,3,75.22,75.18
111994799,2023-09-23,SAO BERNARDO,27.27,2023,9,3,28.04,30.06
11410370,2023-09-23,VILA TIRADENTES,1967.52,2023,9,3,2016.52,2038.88
103171941,2023-09-23,SERRANO,999.38,2023,9,3,933.32,47.49
12870404,2023-09-23,CENTRO,2339.21,2023,9,3,2171.16,2944.66
1266560,2023-09-23,JARDIM VITORIA,3307.71,2023,9,3,3874.28,1980.97
101909161,2023-09-23,FLORESTA,377.29,2023,9,3,308.41,308.38
17107369,2023-09-23,LOURDES,4149.23,2023,9,3,3696.41,3983.62
121933172,2023-09-23,PARAISO,3238.49,2023,9,3,3322.42,52.86
19744820,2023-09-23,BOA VIAGEM,27.2,2023,9,3,26.69,26.7
113408811,2023-09-23,CONFISCO,69.48,2023,9,3,75.37,75.18
121905098,2023-09-23,MILIONARIOS,87.64,2023,9,3,802.38,53.82
113577656,2023-09-23,NOSSA SENHORA DE FATIMA,99.6,2023,9,3,408.81,317.5
121847381,2023-09-23,FLORESTA,31.71,2023,9,3,30.83,43.19
2128420,2023-09-23,CALIFORNIA,3352.05,2023,9,3,2811.78,2789.66
737712,2023-09-23,CARLOS PRATES,61.98,2023,9,3,46.46,60.82
108144291,2023-09-23,OURO PRETO,43.89,2023,9,3,39.11,35.01
156976731,2023-09-23,BURITIS,31.41,2023,9,3,30.83,30.83
24914878,2023-09-23,SAVASSI,823.3,2023,9,3,75.2,79.0
22235892,2023-09-23,GLORIA,39.86,2023,9,3,39.11,39.11
12982741,2023-09-23,SANTA INES,3289.22,2023,9,3,4005.9,4051.19
25759892,2023-09-23,COQUEIROS,1318.06,2023,9,3,1552.24,1596.24
2892685,2023-09-23,VENDA NOVA,47.39,2023,9,3,46.46,48.8
17102405,2023-09-23,CRUZEIRO,712.27,2023,9,3,125.33,47.54
116852313,2023-09-23,URUCUIA,959.24,2023,9,3,1839.1,1329.63
106188674,2023-09-23,LAGOINHA,1802.19,2023,9,3,1331.31,1508.64
2756463,2023-09-23,JARAGUA,258.29,2023,9,3,266.54,317.43
153084448,2023-09-23,JARDIM AMERICA,27.2,2023,9,3,26.81,26.69
17596122,2023-09-23,SAVASSI,35.63,2023,9,3,34.97,34.97
904252,2023-09-23,ESPLANADA,31.41,2023,9,3,30.83,30.83
101704364,2023-09-23,CAMPONESA III,1333.89,2023,9,3,1176.35,1286.83
116401630,2023-09-23,RIBEIRO DE ABREU,167.33,2023,9,3,125.43,114.69
153086131,2023-09-23,CENTRO,54.68,2023,9,3,47.7,55.31
108072215,2023-09-23,DIAMANTE,31.32,2023,9,3,30.82,26.69
161392423,2023-09-23,SANTO ANDRE,147.97,2023,9,3,145.0,153.3
156976285,2023-09-23,BURITIS,31.41,2023,9,3,30.83,30.83
2882124,2023-09-23,SAO JOAO BATISTA(VN),4002.18,2023,9,3,3227.04,3561.45
123775442,2023-09-23,VILA CALIFORNIA,565.75,2023,9,3,591.04,573.06
102718369,2023-09-23,BARRO PRETO,898.18,2023,9,3,892.45,943.26
22221964,2023-09-23,BONFIM,80.6,2023,9,3,119.84,111.54
105568791,2023-09-23,CONCORDIA,27.2,2023,9,3,26.77,26.69
12373176,2023-09-23,MANGABEIRAS,88.36,2023,9,3,119.98,86.71
19218702,2023-09-23,SAUDADE,1335.23,2023,9,3,1463.57,1353.27
161127231,2023-09-23,BARREIRO,2924.83,2023,9,3,3165.61,2414.5
25650963,2023-09-23,SAO BERNARDO,47.35,2023,9,3,75.2,46.52
11831375,2023-09-23,FLAVIO MARQUES LISBOA,520.27,2023,9,3,1904.97,1927.15
27686469,2023-09-23,SANTA INES,31.41,2023,9,3,30.83,30.83
139961283,2023-09-23,VERA CRUZ,35.63,2023,9,3,34.97,34.97
116761890,2023-09-23,SANTO AGOSTINHO,27.2,2023,9,3,26.69,26.69
21807965,2023-09-23,UNIAO,4410.77,2023,9,3,1796.16,4076.94
116619163,2023-09-23,NOVA GRANADA,31.44,2023,9,3,30.83,32.38
1616285,2023-09-23,CAICARAS,51.96,2023,9,3,46.77,266.5
2099098,2023-09-23,ALPES,1020.68,2023,9,3,1043.68,1088.0
23603976,2023-09-23,FLORESTA,167.56,2023,9,3,125.45,125.49
112110436,2023-09-23,MARCOLA,299.78,2023,9,3,179.88,46.98
162134703,2023-09-23,ENGENHO NOGUEIRA,2681.0,2023,9,3,2923.36,2371.39
116791985,2023-09-23,NOSSA SENHORA DE FATIMA,4260.58,2023,9,3,3136.31,3000.34
12423700,2023-09-23,SAO JOAO BATISTA(VN),546.52,2023,9,3,518.01,525.05
114345490,2023-09-23,POMPEIA,27.59,2023,9,3,26.76,43.25
140843175,2023-09-23,CENTRO,128.42,2023,9,3,125.46,151.82
156976021,2023-09-23,ESTORIL,27.32,2023,9,3,30.83,32.38
106008471,2023-09-23,NOVA SUISSA,106.15,2023,9,3,114.66,114.69
105548618,2023-09-23,SANTA AMELIA,270.22,2023,9,3,179.76,194.25
109557999,2023-09-23,SAO SALVADOR,31.41,2023,9,3,30.83,30.88
123497990,2023-09-23,CAICARAS,35.47,2023,9,3,30.84,28.07
101897081,2023-09-23,SANTO AGOSTINHO,153.52,2023,9,3,171.79,27.1
17348587,2023-09-23,PADRE EUSTAQUIO,62.39,2023,9,3,372.69,778.52
20304528,2023-09-23,FUNCIONARIOS,2313.39,2023,9,3,2201.4,31.17
170768333,2023-09-23,SANTA RITA,625.61,2023,9,3,2313.64,47.3
139647091,2023-09-23,CORACAO DE JESUS,117.26,2023,9,3,179.51,131.78
23586648,2023-09-23,SERRA VERDE,2000.1,2023,9,3,1466.38,4440.22
17358833,2023-09-23,ESTRELA DO ORIENTE,645.03,2023,9,3,500.3,888.65
165325186,2023-09-23,MINASLANDIA,394.61,2023,9,3,237.58,223.15
124511589,2023-09-23,SAO FRANCISCO,1154.84,2023,9,3,1083.81,1247.03
24786926,2023-09-23,SION,303.34,2023,9,3,599.73,277.06
22235531,2023-09-23,DOM CABRAL,27.2,2023,9,3,26.69,26.69
17321531,2023-09-23,CENTRO,128.12,2023,9,3,150.7,136.25
140720677,2023-09-23,GUARANI,76.65,2023,9,3,67.97,75.18
782823,2023-09-23,PADRE EUSTAQUIO,1393.9,2023,9,3,933.57,977.78
124407421,2023-09-23,SAO JOAO BATISTA(VN),2664.88,2023,9,3,2016.35,1574.45
1636693,2023-09-23,APARECIDA,2678.75,2023,9,3,2369.8,2259.51
107963191,2023-09-23,NOSSA SENHORA DO ROSARIO,2185.24,2023,9,3,2126.8,1883.66
116735643,2023-09-23,HELIOPOLIS,816.33,2023,9,3,1021.51,1905.0
105881651,2023-09-23,SAO BERNARDO,94.56,2023,9,3,82.37,75.25
139960601,2023-09-23,VERA CRUZ,39.86,2023,9,3,39.11,39.11
20297041,2023-09-23,JARDIM FELICIDADE,1757.53,2023,9,3,1397.58,1484.38
12182532,2023-09-23,CONFISCO,125.54,2023,9,3,518.52,1065.71
21854360,2023-09-23,PILAR,857.12,2023,9,3,645.8,646.47
124080651,2023-09-23,BOA VISTA,27.2,2023,9,3,26.69,26.69
116717912,2023-09-23,BARRO PRETO,431.76,2023,9,3,561.71,485.62
105614815,2023-09-23,VALE DO JATOBA,224.95,2023,9,3,125.52,103.8
11884789,2023-09-23,ALTO BARROCA,131.11,2023,9,3,194.97,280.82
18995012,2023-09-23,JARDINOPOLIS,619.4,2023,9,3,391.02,524.5
25650998,2023-09-23,JAQUELINE,47.65,2023,9,3,60.82,60.82
2886537,2023-09-23,VENDA NOVA,521.74,2023,9,3,426.56,204.04
101909071,2023-09-23,FLORESTA,31.41,2023,9,3,30.83,30.83
111190347,2023-09-23,SAO FRANCISCO,211.77,2023,9,3,165.2,165.21
163289794,2023-09-23,NOVO AARAO REIS,1395.17,2023,9,3,839.25,435.36
12182524,2023-09-23,CONFISCO,3901.12,2023,9,3,797.38,600.54
25924648,2023-09-23,PALMARES,2693.04,2023,9,3,2966.28,2466.01
23589361,2023-09-23,NOVO GLORIA,1093.71,2023,9,3,2635.2,1424.15
898996,2023-09-23,ESPLANADA,113.49,2023,9,3,103.36,95.02
116804475,2023-09-23,LIBERDADE,677.07,2023,9,3,755.95,481.47
17347904,2023-09-23,NOVA FLORESTA,61.83,2023,9,3,53.64,53.64
123964482,2023-09-23,JARDIM ATLANTICO,27.28,2023,9,3,26.69,30.82
167423649,2023-09-23,EUROPA,288.15,2023,9,3,1272.05,56.29
103366083,2023-09-23,VILA PRIMEIRO DE MAIO,491.0,2023,9,3,499.86,481.67
2884801,2023-09-23,SAO JOAO BATISTA(VN),1718.58,2023,9,3,1684.41,1746.35
123794714,2023-09-23,FLAVIO MARQUES LISBOA,2603.12,2023,9,3,3859.82,2552.68
1051989,2023-09-23,CIDADE NOVA,40.74,2023,9,3,94.99,78.4
153949597,2023-09-23,SAO MARCOS,3966.36,2023,9,3,3678.6,3721.06
107959241,2023-09-23,SANTA LUCIA,207.51,2023,9,3,214.08,202.82
103266453,2023-09-23,ALTO VERA CRUZ,1273.43,2023,9,3,1485.5,1574.03
156976056,2023-09-23,ESTORIL,31.44,2023,9,3,30.83,32.38
160334187,2023-09-23,VENDA NOVA,196.16,2023,9,3,276.69,160.72
153285028,2023-09-23,RIBEIRO DE ABREU,424.45,2023,9,3,136.72,136.75
24893111,2023-09-23,RIBEIRO DE ABREU,130.82,2023,9,3,136.67,128.36
109551630,2023-09-23,SANTA HELENA,27.24,2023,9,3,26.69,28.84
112100996,2023-09-23,MILIONARIOS,1650.5,2023,9,3,1771.92,2745.4
114370265,2023-09-23,BELVEDERE,1789.26,2023,9,3,1743.69,1680.06
12301418,2023-09-23,SAO BERNARDO,1527.29,2023,9,3,1242.34,1021.17
156976102,2023-09-23,ESTORIL,31.44,2023,9,3,30.83,32.38
139960236,2023-09-23,VERA CRUZ,35.63,2023,9,3,34.97,34.97
19021992,2023-09-23,SION,35.63,2023,9,3,34.97,34.97
