MATRICULA,DATA_VENCIMENTO,BAIRRO,VALOR_FATURA,ANO_VENCIMENTO,MES_VENCIMENTO,TRIMESTRE,VALOR_FATURA_lag1,VALOR_FATURA_lag2
706671,2022-04-18,BONFIM,85.06,2022,4,2,68.57,293.0
116852313,2022-04-18,URUCUIA,405.08,2022,4,2,2211.15,806.98
1068717,2022-04-18,SAO PAULO,1048.61,2022,4,2,1028.53,1029.33
17308976,2022-04-18,TAQUARIL,626.62,2022,4,2,470.79,421.1
116827173,2022-04-18,SION,35.52,2022,4,2,35.52,35.52
17309298,2022-04-18,MONSENHOR MESSIAS,354.85,2022,4,2,305.01,387.77
159020581,2022-04-18,ALIPIO DE MELO,24.24,2022,4,2,27.98,24.24
116804777,2022-04-18,CANDELARIA,1007.44,2022,4,2,322.01,288.86
17321531,2022-04-18,CENTRO,104.21,2022,4,2,113.94,104.24
116804475,2022-04-18,LIBERDADE,39.26,2022,4,2,39.38,35.56
116791985,2022-04-18,NOSSA SENHORA DE FATIMA,1590.99,2022,4,2,252.24,1731.96
17347904,2022-04-18,NOVA FLORESTA,42.18,2022,4,2,42.18,42.18
116761890,2022-04-18,BARRO PRETO,251.65,2022,4,2,204.07,223.18
17348587,2022-04-18,PADRE EUSTAQUIO,520.43,2022,4,2,626.63,470.65
116717912,2022-04-18,BARRO PRETO,308.83,2022,4,2,260.56,279.85
159368677,2022-04-18,BARONESA,94.55,2022,4,2,84.77,114.01
17358833,2022-04-18,ESTRELA DO ORIENTE,202.53,2022,4,2,137.01,104.21
116619163,2022-04-18,NOVA GRANADA,35.46,2022,4,2,24.24,24.24
17374855,2022-04-18,SANTA MONICA,1247.59,2022,4,2,176.09,62.07
116574739,2022-04-18,SAGRADA FAMILIA,35.52,2022,4,2,43.02,35.63
116484608,2022-04-18,ZILAH SPOSITO,251.65,2022,4,2,204.07,223.18
17539358,2022-04-18,VILA CLORIS,55.32,2022,4,2,74.85,74.85
116401630,2022-04-18,RIBEIRO DE ABREU,61.73,2022,4,2,42.22,48.76
17596122,2022-04-18,FUNCIONARIOS,28.02,2022,4,2,28.02,31.76
17621763,2022-04-18,CONJUNTO JARDIM FILADELFIA,337.65,2022,4,2,309.21,429.91
116320885,2022-04-18,COLEGIO BATISTA,59.77,2022,4,2,27.98,24.24
1064151,2022-04-18,SAO PAULO,1097.66,2022,4,2,398.87,1179.63
116301694,2022-04-18,TEIXEIRA DIAS,104.15,2022,4,2,137.08,84.72
116910194,2022-04-18,FLORESTA,43.02,2022,4,2,35.5,2.29
17304091,2022-04-18,SAO PAULO,1531.65,2022,4,2,2395.49,2353.01
17260515,2022-04-18,PIRATININGA,17.94,2022,4,2,17.94,17.94
116914998,2022-04-18,BONSUCESSO,55.22,2022,4,2,48.73,48.73
16718933,2022-04-18,CENTRO,24.24,2022,4,2,24.24,14.3
117790001,2022-04-18,DOM BOSCO,27.98,2022,4,2,27.98,24.26
117675709,2022-04-18,SAO BERNARDO,256.03,2022,4,2,606.64,686.93
16781023,2022-04-18,OESTE,2973.72,2022,4,2,1291.78,970.62
117613631,2022-04-18,MANGABEIRAS,116.73,2022,4,2,124.15,156.85
16829531,2022-04-18,CIDADE NOVA,42.2,2022,4,2,163.32,49.15
158626435,2022-04-18,PADRE EUSTAQUIO,24.24,2022,4,2,24.24,24.28
117524069,2022-04-18,CARLOS PRATES,136.98,2022,4,2,123.85,150.09
117495166,2022-04-18,RIBEIRO DE ABREU,646.98,2022,4,2,388.07,606.68
16847709,2022-04-18,RESPLENDOR,1428.3,2022,4,2,627.09,152.48
117296091,2022-04-18,PAQUETA,1028.34,2022,4,2,1249.01,868.44
16928938,2022-04-18,ESPLANADA,3398.67,2022,4,2,45.93,3869.03
16974042,2022-04-18,SANTA EFIGENIA,1328.38,2022,4,2,354.76,338.22
116248181,2022-04-18,SION,24.24,2022,4,2,108.73,24.24
117293997,2022-04-18,CIDADE JARDIM,27.98,2022,4,2,24.24,24.28
117293946,2022-04-18,CIDADE JARDIM,28.0,2022,4,2,24.24,28.0
1072994,2022-04-18,IPIRANGA,1913.13,2022,4,2,2092.34,2693.87
17023459,2022-04-18,CARLOS PRATES,202.63,2022,4,2,150.16,150.27
117293806,2022-04-18,CIDADE JARDIM,24.24,2022,4,2,27.98,24.26
17023637,2022-04-18,SANTA MONICA,355.11,2022,4,2,1088.58,552.64
117290238,2022-04-18,VILA FAZENDINHA,43.28,2022,4,2,2251.42,626.78
158835131,2022-04-18,BURITIS,27.98,2022,4,2,24.24,24.24
117158208,2022-04-18,LAGOINHA,387.8,2022,4,2,321.61,305.08
117097063,2022-04-18,SANTO ANDRE,61.71,2022,4,2,48.71,42.22
17078202,2022-04-18,CARLOS PRATES,27.98,2022,4,2,24.26,24.26
17102405,2022-04-18,CRUZEIRO,727.77,2022,4,2,1048.52,1048.91
116921153,2022-04-18,SANTA EFIGENIA,24.24,2022,4,2,24.38,24.47
17107369,2022-04-18,LOURDES,3870.2,2022,4,2,3318.02,3639.05
16977203,2022-04-18,TAQUARIL,271.95,2022,4,2,215.91,271.95
17692652,2022-04-18,CAMPO ALEGRE,437.6,2022,4,2,255.46,404.34
160004250,2022-04-18,LAGOINHA,27.98,2022,4,2,24.24,24.24
116230398,2022-04-18,SION,24.47,2022,4,2,86.32,78.78
115813845,2022-04-18,SANTO ANTONIO,114.05,2022,4,2,104.34,136.93
18147151,2022-04-18,LAGOA,1129.97,2022,4,2,1048.77,1890.83
115812474,2022-04-18,JAQUELINE,626.86,2022,4,2,454.35,571.08
160254680,2022-04-18,BOA VISTA,1691.49,2022,4,2,1433.49,1895.64
115788352,2022-04-18,BELVEDERE,24.24,2022,4,2,27.98,24.24
18154913,2022-04-18,JARDIM GUANABARA,2192.3,2022,4,2,406.88,1491.82
18231454,2022-04-18,SAO LUCAS,1691.83,2022,4,2,1149.86,2149.94
115733574,2022-04-18,OESTE,24.24,2022,4,2,24.24,24.24
18269061,2022-04-18,BOA VISTA,94.32,2022,4,2,68.34,61.8
115732101,2022-04-18,ERMELINDA,24.24,2022,4,2,35.46,24.24
115706101,2022-04-18,SAO LUIZ,24.24,2022,4,2,24.24,24.24
18269176,2022-04-18,SERRA,229.19,2022,4,2,338.96,305.24
1059564,2022-04-18,UNIAO,1410.46,2022,4,2,1070.89,1692.07
18075550,2022-04-18,SANTA MONICA,202.53,2022,4,2,150.11,104.21
115641998,2022-04-18,CALIFORNIA,28.0,2022,4,2,28.0,28.0
18283471,2022-04-18,MILIONARIOS,1228.51,2022,4,2,570.1,586.56
115637214,2022-04-18,VENDA NOVA,503.95,2022,4,2,503.86,520.59
115633375,2022-04-18,AARAO REIS,42.18,2022,4,2,42.18,42.18
160287596,2022-04-18,TIROL,3405.94,2022,4,2,3758.45,3028.48
18288791,2022-04-18,NOSSA SENHORA DA GLORIA,867.64,2022,4,2,707.18,667.0
115599711,2022-04-18,NOSSA SENHORA DO ROSARIO,1088.88,2022,4,2,968.32,1148.96
18290302,2022-04-18,PINDORAMA,242.34,2022,4,2,437.5,321.54
115569201,2022-04-18,SANTO ANTONIO,176.94,2022,4,2,84.79,470.54
18321194,2022-04-18,SAO GABRIEL,4386.83,2022,4,2,1112.79,2013.41
18332781,2022-04-18,CARMO,43.02,2022,4,2,28.08,39.32
115559388,2022-04-18,SANTO AGOSTINHO,78.78,2022,4,2,24.24,78.8
18334474,2022-04-18,SOLAR DO BARREIRO,42.18,2022,4,2,42.18,42.18
115528296,2022-04-18,MANGABEIRAS,28.0,2022,4,2,28.0,27.98
115641840,2022-04-18,JARDIM MONTANHES,43.04,2022,4,2,43.04,43.04
1073010,2022-04-18,IPIRANGA,2894.2,2022,4,2,1151.67,1498.61
18070221,2022-04-18,SALGADO FILHO,387.96,2022,4,2,305.35,405.21
18022553,2022-04-18,MINAS CAIXA,3016.5,2022,4,2,3035.1,3003.48
17737885,2022-04-18,CEU AZUL,1309.23,2022,4,2,808.05,968.26
116229101,2022-04-18,CORACAO EUCARISTICO,175.06,2022,4,2,71.33,39.91
17739632,2022-04-18,GUARANI,607.24,2022,4,2,570.1,888.13
116223821,2022-04-18,CORACAO EUCARISTICO,2560.08,2022,4,2,24.24,24.24
116223677,2022-04-18,CARLOS PRATES,27.98,2022,4,2,24.24,24.24
17769736,2022-04-18,HORTO,48.71,2022,4,2,42.2,48.69
116182237,2022-04-18,FERNAO DIAS,55.59,2022,4,2,94.68,189.69
17828929,2022-04-18,NOVA GAMELEIRA,2594.44,2022,4,2,2193.47,2293.58
116133813,2022-04-18,JAQUELINE,17.94,2022,4,2,17.94,17.94
17840422,2022-04-18,CARLOS PRATES,194.3,2022,4,2,86.36,101.5
116113715,2022-04-18,CINQUENTENARIO,104.13,2022,4,2,68.41,74.87
17881978,2022-04-18,SAGRADA FAMILIA,1028.28,2022,4,2,647.55,827.56
160005205,2022-04-18,CAICARA ADELAIDE,24.24,2022,4,2,24.24,24.24
115826459,2022-04-18,ESTORIL,24.26,2022,4,2,24.24,27.98
115967893,2022-04-18,CONJUNTO JARDIM FILADELFIA,1849.71,2022,4,2,229.48,289.25
17890314,2022-04-18,SERRA,2414.67,2022,4,2,2053.75,2836.22
17895944,2022-04-18,RENASCENCA,288.03,2022,4,2,84.71,68.52
115912738,2022-04-18,MANGABEIRAS,31.95,2022,4,2,28.12,78.7
17904579,2022-04-18,TUPI A,338.06,2022,4,2,288.5,242.32
115908277,2022-04-18,BURITIS,24.24,2022,4,2,24.32,24.24
160005817,2022-04-18,APARECIDA,1446.42,2022,4,2,1469.27,1699.75
17960835,2022-04-18,CENTRO,74.77,2022,4,2,55.24,55.24
115898484,2022-04-18,SANTA LUCIA,24.26,2022,4,2,31.74,28.02
115897968,2022-04-18,MILIONARIOS,184.51,2022,4,2,28.0,28.0
115845321,2022-04-18,CARLOS PRATES,43.04,2022,4,2,43.27,43.11
17995761,2022-04-18,ESTRELA DALVA,84.49,2022,4,2,42.94,42.8
115826556,2022-04-18,ESTORIL,24.24,2022,4,2,24.24,24.24
1062824,2022-04-18,SAO PAULO,521.93,2022,4,2,2291.07,1589.58
115935274,2022-04-18,MONTE AZUL,150.11,2022,4,2,150.0,150.11
117828408,2022-04-18,CAPITAO EDUARDO,1107.46,2022,4,2,203.87,164.39
16620232,2022-04-18,FUNCIONARIOS,104.24,2022,4,2,42.25,107.03
16601432,2022-04-18,SANTA RITA DE CASSIA,1791.08,2022,4,2,243.72,1390.0
119380358,2022-04-18,ESTORIL,31.72,2022,4,2,24.24,24.26
119303078,2022-04-18,JOAO PINHEIRO,24.24,2022,4,2,28.0,24.24
1132849,2022-04-18,SANTA CRUZ,1188.61,2022,4,2,1108.85,747.53
14662361,2022-04-18,LAGOINHA,42.8,2022,4,2,1167.63,321.09
158081641,2022-04-18,ESTRELA DO ORIENTE,94.55,2022,4,2,163.08,150.15
119298821,2022-04-18,JARDIM VITORIA,202.72,2022,4,2,162.98,189.4
14667487,2022-04-18,CASA BRANCA,1591.01,2022,4,2,888.55,1750.33
119168863,2022-04-18,POMPEIA,27.98,2022,4,2,23.96,24.26
14704293,2022-04-18,PAULO VI,888.02,2022,4,2,441.09,910.32
119155931,2022-04-18,CAMARGOS,35.48,2022,4,2,31.78,28.0
119154048,2022-04-18,SAO PAULO,487.86,2022,4,2,69.29,847.01
14728061,2022-04-18,PIRATININGA,3557.66,2022,4,2,1653.9,2775.3
119149494,2022-04-18,SANTA LUCIA,39.35,2022,4,2,93.68,54.22
14624516,2022-04-18,CAICARAS,114.05,2022,4,2,114.17,136.98
14767155,2022-04-18,CONJUNTO HABITACIONAL GORDURAS,94.43,2022,4,2,74.87,94.37
119148790,2022-04-18,FUNCIONARIOS,406.65,2022,4,2,327.63,349.09
14851784,2022-04-18,SANTA MONICA,2532.9,2022,4,2,968.27,1249.04
14869985,2022-04-18,SANTA EFIGENIA,356.33,2022,4,2,1370.34,1470.09
119082039,2022-04-18,GUARANI,24.24,2022,4,2,24.24,24.24
1092731,2022-04-18,SANTA INES,84.72,2022,4,2,62.01,114.02
158185846,2022-04-18,INDEPENDENCIA,28.04,2022,4,2,42.98,35.58
14884372,2022-04-18,JARAGUA,1751.53,2022,4,2,1751.36,1811.35
118932292,2022-04-18,MANGABEIRAS,24.58,2022,4,2,24.24,116.28
118789783,2022-04-18,CONJUNTO CALIFORNIA,1549.82,2022,4,2,307.26,928.12
15050084,2022-04-18,LETICIA,2753.46,2022,4,2,1069.53,1230.1
15059375,2022-04-18,SOLIMOES,24.64,2022,4,2,213.6,139.47
118757008,2022-04-18,DONA CLARA,42.94,2022,4,2,27.98,24.26
118754033,2022-04-18,JAQUELINE,2791.76,2022,4,2,1249.45,70.59
14839296,2022-04-18,FLAVIO MARQUES LISBOA,189.82,2022,4,2,255.15,321.41
158380304,2022-04-18,CALAFATE,54.26,2022,4,2,49.13,43.0
119463440,2022-04-18,CEU AZUL,150.04,2022,4,2,104.01,114.29
119482754,2022-04-18,GUTIERREZ,24.24,2022,4,2,24.24,24.24
120773368,2022-04-18,SERRA,24.24,2022,4,2,31.72,24.32
13711440,2022-04-18,SAO LUIZ,887.79,2022,4,2,470.77,727.08
13791109,2022-04-18,SAO PAULO,3196.29,2022,4,2,2173.65,2476.05
120661845,2022-04-18,LAGOA,176.56,2022,4,2,150.05,242.11
120580632,2022-04-18,LUXEMBURGO,27.98,2022,4,2,59.77,24.28
14112701,2022-04-18,CIDADE NOVA,42.62,2022,4,2,288.58,216.06
158064739,2022-04-18,CASTELO,24.49,2022,4,2,86.34,86.3
120329166,2022-04-18,JARDIM GUANABARA,136.88,2022,4,2,123.79,104.21
120065681,2022-04-18,VISTA ALEGRE,242.16,2022,4,2,271.83,215.9
120036291,2022-04-18,SANTO ANTONIO,48.71,2022,4,2,42.35,50.9
14353920,2022-04-18,BARREIRO,404.52,2022,4,2,487.2,420.94
120027097,2022-04-18,BARRO PRETO,123.84,2022,4,2,101.53,28.41
14418185,2022-04-18,EUROPA,24.47,2022,4,2,24.28,29.16
14596954,2022-04-18,SAO PEDRO,1590.89,2022,4,2,1590.64,1649.89
119927373,2022-04-18,NOVA SUISSA,228.92,2022,4,2,150.19,163.3
119769662,2022-04-18,FLORESTA,24.24,2022,4,2,24.24,24.24
1148311,2022-04-18,DOM JOAQUIM,150.01,2022,4,2,176.4,104.63
119719908,2022-04-18,ESTORIL,24.24,2022,4,2,24.24,24.24
14431904,2022-04-18,ITAPOA,94.55,2022,4,2,74.95,150.04
119719878,2022-04-18,ESTORIL,24.24,2022,4,2,24.24,24.24
14458438,2022-04-18,JARDIM DOS COMERCIARIOS,2093.68,2022,4,2,2274.34,3388.48
158065204,2022-04-18,ALIPIO DE MELO,24.24,2022,4,2,24.24,24.24
14526174,2022-04-18,JARDIM MONTANHES,668.94,2022,4,2,1571.16,2052.3
119686244,2022-04-18,LINDEIA,24.26,2022,4,2,24.24,27.98
119680840,2022-04-18,ESTORIL,24.28,2022,4,2,24.24,31.72
14556057,2022-04-18,SERRA,202.69,2022,4,2,42.74,176.59
119608758,2022-04-18,PALMARES,261.2,2022,4,2,251.69,242.18
14570157,2022-04-18,ALTO DOS PINHEIROS,2092.04,2022,4,2,1690.95,1489.96
14418436,2022-04-18,EUROPA,228.84,2022,4,2,150.03,123.75
18337058,2022-04-18,ESPLANADA,646.29,2022,4,2,189.63,189.59
15095771,2022-04-18,GOIANIA,215.9,2022,4,2,137.24,215.95
15126129,2022-04-18,MARIA HELENA,3967.59,2022,4,2,892.47,3870.07
118272934,2022-04-18,JARDIM DOS COMERCIARIOS,2673.28,2022,4,2,257.99,1249.84
16279387,2022-04-18,FLAVIO MARQUES LISBOA,1732.59,2022,4,2,392.64,2656.59
118239392,2022-04-18,BRAUNAS,682.47,2022,4,2,28.37,43.32
16284861,2022-04-18,BETANIA,24.26,2022,4,2,24.24,27.98
118219120,2022-04-18,SANTA TEREZA,28.0,2022,4,2,28.0,28.0
16295935,2022-04-18,OURO PRETO,1448.79,2022,4,2,1589.94,387.72
118196286,2022-04-18,JOAO PINHEIRO,35.65,2022,4,2,59.95,65.42
16370201,2022-04-18,CINQUENTENARIO,867.38,2022,4,2,646.75,487.24
1075896,2022-04-18,IPIRANGA,73.86,2022,4,2,91.06,112.04
118196049,2022-04-18,DOM CABRAL,613.3,2022,4,2,31.72,39.2
118188399,2022-04-18,NOVA GRANADA,4244.68,2022,4,2,3197.28,1512.44
16378172,2022-04-18,EUROPA,2792.59,2022,4,2,554.43,504.59
158452348,2022-04-18,LINDEIA,24.26,2022,4,2,24.24,28.1
16150414,2022-04-18,BARREIRO,189.64,2022,4,2,189.63,215.92
118188160,2022-04-18,DOM BOSCO,487.51,2022,4,2,686.86,586.19
16381891,2022-04-18,EUROPA,150.11,2022,4,2,176.35,150.11
118071513,2022-04-18,SANTA TEREZA,59.92,2022,4,2,48.71,54.33
16421591,2022-04-18,GOIANIA,1008.34,2022,4,2,787.76,908.04
118056166,2022-04-18,SAGRADA FAMILIA,39.28,2022,4,2,39.28,39.28
16454308,2022-04-18,APIA,667.03,2022,4,2,570.69,606.82
118055674,2022-04-18,BOA VISTA,48.67,2022,4,2,48.67,48.67
16533216,2022-04-18,JAQUELINE,570.12,2022,4,2,470.61,520.24
117996521,2022-04-18,SERRA,86.36,2022,4,2,93.64,93.94
117902721,2022-04-18,JONAS VEIGA,176.67,2022,4,2,554.15,305.56
117837423,2022-04-18,MANGABEIRAS,24.45,2022,4,2,298.63,71.75
1075811,2022-04-18,IPIRANGA,1488.56,2022,4,2,370.66,189.2
158482441,2022-04-18,PAULO VI,24.82,2022,4,2,1132.89,214.7
117837229,2022-04-18,MANGABEIRAS,24.26,2022,4,2,24.24,28.0
118171861,2022-04-18,SANTA LUCIA,28.0,2022,4,2,27.98,27.98
118737619,2022-04-18,SAGRADA FAMILIA,60.17,2022,4,2,65.75,139.23
16051998,2022-04-18,JARDIM DOS COMERCIARIOS,387.82,2022,4,2,255.41,321.67
158392558,2022-04-18,ESTORIL,24.24,2022,4,2,24.24,24.24
15179354,2022-04-18,IPIRANGA,42.62,2022,4,2,176.94,216.45
118733273,2022-04-18,GUTIERREZ,27.98,2022,4,2,24.24,24.24
118654705,2022-04-18,LEONINA,4244.71,2022,4,2,522.86,1530.57
15200540,2022-04-18,SILVEIRA,666.89,2022,4,2,570.38,520.71
118610058,2022-04-18,SAVASSI,24.24,2022,4,2,24.24,24.26
15262561,2022-04-18,RIBEIRO DE ABREU,4410.43,2022,4,2,1694.04,2035.0
1086359,2022-04-18,RENASCENCA,289.34,2022,4,2,587.6,847.73
15283470,2022-04-18,CEU AZUL,4174.54,2022,4,2,1313.11,1985.21
15395669,2022-04-18,ANA LUCIA,1971.17,2022,4,2,1008.66,1088.81
118608436,2022-04-18,SANTO AGOSTINHO,114.34,2022,4,2,94.49,288.14
118589954,2022-04-18,CASTELO,24.24,2022,4,2,24.24,24.24
15396274,2022-04-18,BARREIRO,1469.74,2022,4,2,1149.34,1028.5
118589911,2022-04-18,CASTELO,24.24,2022,4,2,27.98,24.24
118275291,2022-04-18,FUNCIONARIOS,405.94,2022,4,2,417.3,60.71
158389239,2022-04-18,ESTORIL,24.24,2022,4,2,24.24,24.24
118589873,2022-04-18,CASTELO,24.26,2022,4,2,27.98,28.0
118552902,2022-04-18,CONJUNTO TUNEL IBIRITE,215.55,2022,4,2,84.61,68.29
15826911,2022-04-18,BARREIRO,1308.34,2022,4,2,587.81,355.86
118542885,2022-04-18,MILIONARIOS,2293.18,2022,4,2,1972.03,1951.96
15846954,2022-04-18,BONSUCESSO,707.73,2022,4,2,988.42,1068.34
118434454,2022-04-18,SANTA AMELIA,2151.73,2022,4,2,1090.08,1149.49
15856429,2022-04-18,SANTA TEREZA,569.75,2022,4,2,150.19,288.28
118388401,2022-04-18,SAO LUCAS,35.46,2022,4,2,31.42,24.97
1086146,2022-04-18,RENASCENCA,3598.46,2022,4,2,3598.62,3297.51
118356941,2022-04-18,NOVA GRANADA,24.24,2022,4,2,24.28,24.24
15955192,2022-04-18,COQUEIROS,537.44,2022,4,2,454.02,808.1
118343220,2022-04-18,PONGELUPE,1589.58,2022,4,2,306.89,668.06
16044932,2022-04-18,CONJUNTO ADEMAR MALDONADO,24.26,2022,4,2,24.24,27.98
15553060,2022-04-18,SAO BERNARDO,136.96,2022,4,2,114.05,136.68
1149750,2022-04-18,UNIAO,3438.43,2022,4,2,3640.04,3600.4
1058533,2022-04-18,UNIAO,887.65,2022,4,2,646.79,626.76
115396985,2022-04-18,SION,395.45,2022,4,2,337.77,521.58
112656358,2022-04-18,SANTA EFIGENIA,603.29,2022,4,2,799.27,730.04
19965567,2022-04-18,CENTRO,21.01,2022,4,2,35.46,24.24
112611842,2022-04-18,BANDEIRANTES,987.7,2022,4,2,867.46,487.86
19971427,2022-04-18,LOURDES,24.24,2022,4,2,1097.27,24.24
112496679,2022-04-18,NOVA VISTA,421.28,2022,4,2,387.94,553.45
112448305,2022-04-18,NOVA GRANADA,30.3,2022,4,2,28.02,1120.32
19971478,2022-04-18,CENTRO,1769.2,2022,4,2,1561.7,1746.22
20030312,2022-04-18,CENTRO,27.98,2022,4,2,54.16,24.24
20066635,2022-04-18,CALAFATE,429.81,2022,4,2,360.57,406.76
112437681,2022-04-18,SANTA EFIGENIA,24.24,2022,4,2,27.98,24.26
20099126,2022-04-18,ALIPIO DE MELO,1409.77,2022,4,2,2113.32,1171.74
112436170,2022-04-18,FUNCIONARIOS,124.05,2022,4,2,123.88,78.89
904252,2022-04-18,ESPLANADA,24.43,2022,4,2,24.24,65.57
20110120,2022-04-18,JARDIM FELICIDADE,438.87,2022,4,2,404.87,1328.38
161392423,2022-04-18,SANTO ANDRE,146.73,2022,4,2,101.26,94.13
112367755,2022-04-18,SANTA INES,887.84,2022,4,2,747.44,767.51
112362265,2022-04-18,CONJUNTO SANTA MARIA,24.24,2022,4,2,24.24,24.24
20167997,2022-04-18,FUNCIONARIOS,65.44,2022,4,2,31.82,35.65
112343295,2022-04-18,ITAPOA,520.53,2022,4,2,470.84,537.18
20197624,2022-04-18,JULIANA,2171.47,2022,4,2,1750.65,909.02
112260152,2022-04-18,BARRO PRETO,24.24,2022,4,2,24.24,24.24
112200346,2022-04-18,OURO MINAS,626.92,2022,4,2,628.59,606.84
161413625,2022-04-18,CENTRO,3617.94,2022,4,2,337.37,318.35
20247745,2022-04-18,BANDEIRANTES,2131.57,2022,4,2,669.01,1075.67
112149090,2022-04-18,OESTE,537.76,2022,4,2,1008.59,1048.03
20266014,2022-04-18,SAGRADA FAMILIA,123.78,2022,4,2,195.49,114.07
112142877,2022-04-18,CONJUNTO TUNEL IBIRITE,163.43,2022,4,2,150.34,37.26
161387390,2022-04-18,PINDORAMA,29.68,2022,4,2,79.34,786.14
19957807,2022-04-18,BARRO PRETO,42.64,2022,4,2,189.2,229.11
112665683,2022-04-18,CENTRO,42.94,2022,4,2,43.0,24.34
19946899,2022-04-18,PAULO VI,1188.4,2022,4,2,768.58,588.56
113288123,2022-04-18,DOM CABRAL,150.14,2022,4,2,136.68,163.38
113287984,2022-04-18,MANTIQUEIRA,1349.3,2022,4,2,1088.79,948.22
926825,2022-04-18,BOA VISTA,42.18,2022,4,2,74.73,42.18
19744871,2022-04-18,FUNCIONARIOS,59.92,2022,4,2,54.36,54.31
113228082,2022-04-18,IPIRANGA,687.27,2022,4,2,647.13,747.26
19744889,2022-04-18,FUNCIONARIOS,2402.31,2022,4,2,2343.65,2534.17
161263135,2022-04-18,VILA CALIFORNIA,24.24,2022,4,2,24.24,24.24
113215924,2022-04-18,SAO LUCAS,24.75,2022,4,2,35.46,184.51
19747187,2022-04-18,JARAGUA,2514.53,2022,4,2,2293.93,2534.65
113191103,2022-04-18,CENTRO,24.24,2022,4,2,28.01,24.24
19761988,2022-04-18,SERRA,626.08,2022,4,2,460.65,590.36
113155883,2022-04-18,LIBERDADE,114.0,2022,4,2,150.09,114.0
113119879,2022-04-18,CASTELO,241.88,2022,4,2,71.31,116.71
112112773,2022-04-18,EUROPA,727.24,2022,4,2,887.54,646.98
19762011,2022-04-18,SERRA,499.3,2022,4,2,380.08,591.41
19762020,2022-04-18,LOURDES,179.3,2022,4,2,53.2,2199.77
112992889,2022-04-18,SAO BENTO,59.77,2022,4,2,24.4,24.39
19834179,2022-04-18,CENTRO,4129.78,2022,4,2,42.18,3779.59
112971458,2022-04-18,SANTO AGOSTINHO,28.0,2022,4,2,27.98,27.98
112963579,2022-04-18,VILA CLORIS,42.18,2022,4,2,48.69,42.18
915441,2022-04-18,SAO GERALDO,255.15,2022,4,2,104.29,150.11
19834951,2022-04-18,LOURDES,348.94,2022,4,2,337.45,309.02
161297226,2022-04-18,ENGENHO NOGUEIRA,101.54,2022,4,2,336.89,123.82
112771955,2022-04-18,SANTA CRUZ,787.72,2022,4,2,747.36,887.81
19840411,2022-04-18,SAO GABRIEL,1428.67,2022,4,2,306.18,355.41
112692931,2022-04-18,MANGABEIRAS,163.3,2022,4,2,150.21,176.41
19887141,2022-04-18,SAO PAULO,17.94,2022,4,2,17.94,17.94
112687342,2022-04-18,JARDIM SAO JOSE,31.93,2022,4,2,27.98,71.06
113090021,2022-04-18,SANTO AGOSTINHO,28.0,2022,4,2,28.02,28.0
112110436,2022-04-18,MARCOLA,1989.74,2022,4,2,1949.64,113.97
20304528,2022-04-18,SANTA EFIGENIA,2630.25,2022,4,2,3446.74,3026.18
898996,2022-04-18,ESPLANADA,57.99,2022,4,2,43.48,1927.56
111375665,2022-04-18,DAS INDUSTRIAS,2471.48,2022,4,2,1270.21,356.97
876968,2022-04-18,PARAISO,2212.41,2022,4,2,44.13,1530.54
111373603,2022-04-18,JARDIM ALVORADA,48.71,2022,4,2,48.71,48.69
20714564,2022-04-18,CALAFATE,24.24,2022,4,2,26.71,24.24
111315000,2022-04-18,CIDADE JARDIM,48.55,2022,4,2,27.98,24.24
20774711,2022-04-18,VILA NOSSA SENHORA DE FATIMA,2851.84,2022,4,2,3057.82,47.45
161609457,2022-04-18,SAO GABRIEL,24.88,2022,4,2,232.65,241.88
111289289,2022-04-18,SANTA EFIGENIA,65.59,2022,4,2,60.0,71.23
20815000,2022-04-18,SAO LUIZ,488.2,2022,4,2,486.7,1107.41
111219302,2022-04-18,MILIONARIOS,579.51,2022,4,2,602.97,337.46
21052590,2022-04-18,CARLOS PRATES,55.24,2022,4,2,61.78,55.22
111190347,2022-04-18,SAO FRANCISCO,321.27,2022,4,2,453.86,123.96
21096571,2022-04-18,PAULO VI,626.57,2022,4,2,164.59,389.2
20690533,2022-04-18,SANTA AMELIA,1028.26,2022,4,2,647.41,807.62
111165831,2022-04-18,CASTELO,24.24,2022,4,2,27.98,24.24
110987462,2022-04-18,CENTRO,24.24,2022,4,2,24.24,24.24
21204705,2022-04-18,NOVO SAO LUCAS,2816.26,2022,4,2,2594.88,3215.98
110892003,2022-04-18,CONFISCO,21.01,2022,4,2,24.24,24.24
21244294,2022-04-18,PRADO,24.24,2022,4,2,24.26,24.36
110788729,2022-04-18,CENTRO,1991.09,2022,4,2,1048.7,988.71
21379025,2022-04-18,SAO BENTO,116.3,2022,4,2,28.0,28.0
110769970,2022-04-18,CACHOEIRINHA,1027.97,2022,4,2,438.87,587.25
21400016,2022-04-18,RIBEIRO DE ABREU,1310.34,2022,4,2,2498.61,1810.96
110746244,2022-04-18,SAO BENTO,28.0,2022,4,2,24.24,27.98
21434379,2022-04-18,SAO BENTO,24.24,2022,4,2,24.24,24.24
110744403,2022-04-18,CRUZEIRO,24.34,2022,4,2,298.94,43.28
872423,2022-04-18,SAUDADE,68.71,2022,4,2,242.1,242.27
21483736,2022-04-18,LAGOA,684.02,2022,4,2,568.71,764.49
161641814,2022-04-18,ENGENHO NOGUEIRA,24.24,2022,4,2,24.24,24.24
