00024073130;     6.530,28;000000265;000000265;000000265;000000265;PREF M BELO HORIZONTE SLU          ;B23G 0003791                                                                                                                                                                                                                                                        ;25/8/2025 ;R ;CARLOS EDUARDO LOTT                     ;00205;LG;01          ;CONJUNTO JARDIM FILADELFIA    ;.
00173735118;        50,48;000000002;000000000;000000002;000000000;PREF M BELO HORIZONTE              ;Y23S 0425688                                                                                                                                                                                                                                                        ;25/8/2025 ;PR;ADALMO PASSOS LOPES                     ;00000;  ;            ;PINDORAMA                     ;.
00161387390;       260,99;000000027;000000000;000000027;000000000;PREF MUNICIPAL DE B H HORTA COMUNIT;Y20G 0832572                                                                                                                                                                                                                                                        ;25/8/2025 ;R ;MACARENA                                ;00000;LG;HORTA COMUN ;PINDORAMA                     ;.
00144764113;        48,31;000000004;000000000;000000004;000000000;PREF M BELO HORIZONTE              ;Y23S 0224464                                                                                                                                                                                                                                                        ;25/8/2025 ;R ;GUARARAPES                              ;00000;  ;            ;PINDORAMA                     ;.
00001833481;     4.326,98;000000187;000000187;000000187;000000187;PREF M BELO HORIZONTE CEL FULGENCIO;A13S 0523750                                                                                                                                                                                                                                                        ;25/8/2025 ;R ;GUARARAPES                              ;01850;  ;            ;PINDORAMA                     ;.
00001833502;     3.443,82;000000151;000000151;000000151;000000151;PREF M BELO HORIZONTE              ;A22G 0201326                                                                                                                                                                                                                                                        ;25/8/2025 ;R ;GUARARAPES                              ;01810;  ;            ;PINDORAMA                     ;.
00102402914;     3.421,85;000000150;000000150;000000150;000000150;PREF M BELO HORIZONTE              ;A15L 0052039                                                                                                                                                                                                                                                        ;25/8/2025 ;R ;RUTILO                                  ;00096;  ;            ;PINDORAMA                     ;.
00018290302;       432,91;000000026;000000026;000000026;000000026;PREF M BELO HORIZONTE CENTRO SAUDE ;Y21G 0849276                                                                                                                                                                                                                                                        ;25/8/2025 ;R ;ALINE                                   ;00771;  ;            ;PINDORAMA                     ;.
00109558324;        30,04;000000000;000000000;000000000;000000000;PREF M BELO HORIZONTE              ;Y20G 0843932                                                                                                                                                                                                                                                        ;25/8/2025 ;PR;ALCIDES COCO                            ;00000;  ;            ;PINDORAMA                     ;.
00178308242;        34,22;000000001;000000000;000000001;000000000;PREF M BELO HORIZONTE              ;Y24SG1330862                                                                                                                                                                                                                                                        ;25/8/2025 ;R ;BLUMENAU                                ;00000;LG;FRENTE 251  ;COPACABANA                    ;.
